sequence_id	protein_id	gene_start	gene_end	gene_strand	pfam_id	deepbgc_score	in_cluster
U00096.3	U00096.3_25	25825	26275	1	PF00254	0.00475	0
U00096.3	U00096.3_26	26276	27227	1	PF02401	0.01314	0
U00096.3	U00096.3_27	27292	28207	1	PF01156	0.02279	0
U00096.3	U00096.3_28	28373	29195	1	PF01113	0.01972	0
U00096.3	U00096.3_28	28373	29195	1	PF05173	0.01221	0
U00096.3	U00096.3_29	29650	30799	1	PF00988	0.00815	0
U00096.3	U00096.3_29	29650	30799	1	PF00117	0.01155	0
U00096.3	U00096.3_29	29650	30799	1	PF01965	0.01133	0
U00096.3	U00096.3_29	29650	30799	1	PF07722	0.01925	0
U00096.3	U00096.3_30	30816	34038	1	PF02786	0.04186	0
U00096.3	U00096.3_30	30816	34038	1	PF13535	0.0499	0
U00096.3	U00096.3_30	30816	34038	1	PF02787	0.0305	0
U00096.3	U00096.3_30	30816	34038	1	PF15632	0.05449	0
U00096.3	U00096.3_30	30816	34038	1	PF02655	0.06317	0
U00096.3	U00096.3_30	30816	34038	1	PF02222	0.06304	0
U00096.3	U00096.3_30	30816	34038	1	PF07478	0.07399	0
U00096.3	U00096.3_30	30816	34038	1	PF02142	0.06335	0
U00096.3	U00096.3_31	34299	34695	1	PF07180	0.12475	0
U00096.3	U00096.3_32	34780	35371	-1	PF00132	0.19659	0
U00096.3	U00096.3_32	34780	35371	-1	PF14602	0.19472	0
U00096.3	U00096.3_33	35376	36162	-1	PF00378	0.28612	0
U00096.3	U00096.3_33	35376	36162	-1	PF16113	0.2801	0
U00096.3	U00096.3_34	36270	37824	-1	PF13193	0.40639	0
U00096.3	U00096.3_34	36270	37824	-1	PF00501	0.45257	0
U00096.3	U00096.3_35	37897	39115	-1	PF02515	0.40236	0
U00096.3	U00096.3_36	39243	40386	-1	PF00441	0.39511	0
U00096.3	U00096.3_36	39243	40386	-1	PF08028	0.42923	0
U00096.3	U00096.3_36	39243	40386	-1	PF02770	0.46676	0
U00096.3	U00096.3_36	39243	40386	-1	PF02771	0.50891	0
U00096.3	U00096.3_37	40416	41931	-1	PF02028	0.34573	0
U00096.3	U00096.3_37	40416	41931	-1	PF13903	0.31338	0
U00096.3	U00096.3_38	42402	43173	1	PF01012	0.35068	0
U00096.3	U00096.3_39	43187	44129	1	PF01012	0.27116	0
U00096.3	U00096.3_39	43187	44129	1	PF00766	0.28383	0
U00096.3	U00096.3_40	44179	45466	1	PF01494	0.32816	0
U00096.3	U00096.3_40	44179	45466	1	PF03486	0.29625	0
U00096.3	U00096.3_40	44179	45466	1	PF05834	0.37868	0
U00096.3	U00096.3_40	44179	45466	1	PF01134	0.29736	0
U00096.3	U00096.3_40	44179	45466	1	PF12831	0.31856	0
U00096.3	U00096.3_40	44179	45466	1	PF01946	0.34417	0
U00096.3	U00096.3_40	44179	45466	1	PF07992	0.33376	0
U00096.3	U00096.3_40	44179	45466	1	PF00890	0.31628	0
U00096.3	U00096.3_40	44179	45466	1	PF00070	0.27656	0
U00096.3	U00096.3_40	44179	45466	1	PF13450	0.30171	0
U00096.3	U00096.3_40	44179	45466	1	PF04820	0.26309	0
U00096.3	U00096.3_40	44179	45466	1	PF00732	0.26044	0
U00096.3	U00096.3_40	44179	45466	1	PF01266	0.22313	0
U00096.3	U00096.3_41	45462	45750	1	PF05187	0.17121	0
U00096.3	U00096.3_41	45462	45750	1	PF13187	0.11064	0
U00096.3	U00096.3_42	45806	47138	1	PF07690	0.14563	0
U00096.3	U00096.3_42	45806	47138	1	PF00083	0.13527	0
U00096.3	U00096.3_42	45806	47138	1	PF06779	0.1341	0
U00096.3	U00096.3_42	45806	47138	1	PF03825	0.13696	0
U00096.3	U00096.3_43	47245	47776	1	PF02525	0.09245	0
U00096.3	U00096.3_43	47245	47776	1	PF03358	0.10391	0
U00096.3	U00096.3_44	47768	49631	1	PF00999	0.07299	0
U00096.3	U00096.3_44	47768	49631	1	PF06826	0.05586	0
U00096.3	U00096.3_44	47768	49631	1	PF03977	0.04426	0
U00096.3	U00096.3_44	47768	49631	1	PF02254	0.07819	0
U00096.3	U00096.3_45	49711	50302	1	PF00186	0.0483	0
U00096.3	U00096.3_46	50379	51222	-1	PF00149	0.03724	0
U00096.3	U00096.3_46	50379	51222	-1	PF12850	0.03557	0
U00096.3	U00096.3_47	51228	51606	-1	PF04379	0.04488	0
U00096.3	U00096.3_48	51608	52430	-1	PF00398	0.03321	0
U00096.3	U00096.3_49	52426	53416	-1	PF04166	0.0189	0
U00096.3	U00096.3_50	53415	54702	-1	PF13616	0.01577	0
U00096.3	U00096.3_50	53415	54702	-1	PF00639	0.0132	0
U00096.3	U00096.3_50	53415	54702	-1	PF13145	0.01135	0
U00096.3	U00096.3_50	53415	54702	-1	PF09312	0.00827	0
U00096.3	U00096.3_50	53415	54702	-1	PF13624	0.00742	0
U00096.3	U00096.3_50	53415	54702	-1	PF05698	0.00631	0
U00096.3	U00096.3_50	53415	54702	-1	PF13623	0.00604	0
U00096.3	U00096.3_51	54754	57109	-1	PF04453	0.00417	0
U00096.3	U00096.3_51	54754	57109	-1	PF03968	0.00264	0
U00096.3	U00096.3_52	57363	58179	1	PF14188	0.00119	0
U00096.3	U00096.3_52	57363	58179	1	PF05099	0.00102	0
U00096.3	U00096.3_52	57363	58179	1	PF00226	0.00088	0
U00096.3	U00096.3_55	59686	60346	-1	PF00849	0.00081	0
U00096.3	U00096.3_56	60357	63264	-1	PF12137	0.00045	0
U00096.3	U00096.3_56	60357	63264	-1	PF00271	0.00029	0
U00096.3	U00096.3_56	60357	63264	-1	PF00176	0.00026	0
U00096.3	U00096.3_56	60357	63264	-1	PF04851	0.00026	0
U00096.3	U00096.3_56	60357	63264	-1	PF00270	0.00047	0
U00096.3	U00096.3_57	63428	65780	-1	PF00136	0.00087	0
U00096.3	U00096.3_57	63428	65780	-1	PF03175	0.00091	0
U00096.3	U00096.3_57	63428	65780	-1	PF03104	0.00135	0
U00096.3	U00096.3_58	65854	66550	-1	PF00596	0.00476	0
U00096.3	U00096.3_59	66834	68337	-1	PF11762	0.00642	0
U00096.3	U00096.3_59	66834	68337	-1	PF02610	0.00615	0
U00096.3	U00096.3_60	68347	70048	-1	PF02782	0.00529	0
U00096.3	U00096.3_60	68347	70048	-1	PF00370	0.00588	0
U00096.3	U00096.3_61	70386	71265	1	PF02311	0.00835	0
U00096.3	U00096.3_61	70386	71265	1	PF14525	0.00821	0
U00096.3	U00096.3_61	70386	71265	1	PF07883	0.0094	0
U00096.3	U00096.3_61	70386	71265	1	PF00165	0.0079	0
U00096.3	U00096.3_61	70386	71265	1	PF12833	0.00873	0
U00096.3	U00096.3_62	71350	72115	1	PF09335	0.00794	0
U00096.3	U00096.3_63	72228	72927	-1	PF02463	0.00689	0
U00096.3	U00096.3_63	72228	72927	-1	PF13304	0.00579	0
U00096.3	U00096.3_63	72228	72927	-1	PF00005	0.00611	0
U00096.3	U00096.3_63	72228	72927	-1	PF13191	0.00722	0
U00096.3	U00096.3_63	72228	72927	-1	PF13555	0.00562	0
U00096.3	U00096.3_63	72228	72927	-1	PF01926	0.00377	0
U00096.3	U00096.3_63	72228	72927	-1	PF13476	0.00446	0
U00096.3	U00096.3_63	72228	72927	-1	PF03193	0.0051	0
U00096.3	U00096.3_64	72910	74521	-1	PF00528	0.00753	0
U00096.3	U00096.3_65	74496	75480	-1	PF13343	0.00553	0
U00096.3	U00096.3_65	74496	75480	-1	PF13416	0.00377	0
U00096.3	U00096.3_65	74496	75480	-1	PF13531	0.00331	0
U00096.3	U00096.3_65	74496	75480	-1	PF01547	0.0041	0
U00096.3	U00096.3_66	75643	77299	-1	PF00496	0.0063	0
U00096.3	U00096.3_66	75643	77299	-1	PF12793	0.00708	0
U00096.3	U00096.3_67	77387	77519	1	PF15894	0.01063	0
U00096.3	U00096.3_68	77620	78799	1	PF07690	0.01503	0
U00096.3	U00096.3_68	77620	78799	1	PF13347	0.01427	0
U00096.3	U00096.3_68	77620	78799	1	PF12832	0.01567	0
U00096.3	U00096.3_69	78847	79453	-1	PF00694	0.00876	0
U00096.3	U00096.3_70	79463	80864	-1	PF00330	0.00693	0
U00096.3	U00096.3_71	80866	81958	-1	PF00180	0.00686	0
U00096.3	U00096.3_72	81957	83529	-1	PF08502	0.00574	0
U00096.3	U00096.3_72	81957	83529	-1	PF00682	0.00708	0
U00096.3	U00096.3_73	84367	85312	1	PF00126	0.00575	0
U00096.3	U00096.3_73	84367	85312	1	PF03466	0.00589	0
U00096.3	U00096.3_74	85629	87354	1	PF02776	0.00722	0
U00096.3	U00096.3_74	85629	87354	1	PF01855	0.00439	0
U00096.3	U00096.3_74	85629	87354	1	PF00205	0.00504	0
U00096.3	U00096.3_74	85629	87354	1	PF02775	0.00561	0
U00096.3	U00096.3_75	87356	87848	1	PF01842	0.00318	0
U00096.3	U00096.3_75	87356	87848	1	PF13291	0.00186	0
U00096.3	U00096.3_75	87356	87848	1	PF13710	0.00188	0
U00096.3	U00096.3_75	87356	87848	1	PF10369	0.00224	0
U00096.3	U00096.3_76	88027	89032	1	PF00356	0.00213	0
U00096.3	U00096.3_76	88027	89032	1	PF00532	0.00156	0
U00096.3	U00096.3_76	88027	89032	1	PF13407	0.00134	0
U00096.3	U00096.3_76	88027	89032	1	PF13377	0.00129	0
U00096.3	U00096.3_76	88027	89032	1	PF15076	0.00109	0
U00096.3	U00096.3_77	89633	90092	1	PF02381	0.00205	0
U00096.3	U00096.3_78	90093	91035	1	PF01795	0.00206	0
U00096.3	U00096.3_79	91031	91397	1	PF04999	0.00126	0
U00096.3	U00096.3_80	91412	93179	1	PF03717	0.00083	0
U00096.3	U00096.3_80	91412	93179	1	PF00905	0.00077	0
U00096.3	U00096.3_81	93165	94653	1	PF01225	0.00045	0
U00096.3	U00096.3_81	93165	94653	1	PF08245	0.00023	0
U00096.3	U00096.3_81	93165	94653	1	PF02875	0.00024	0
U00096.3	U00096.3_82	94649	96008	1	PF01225	0.00024	0
U00096.3	U00096.3_82	94649	96008	1	PF08245	0.00015	0
U00096.3	U00096.3_82	94649	96008	1	PF02875	0.00019	0
U00096.3	U00096.3_83	96001	97084	1	PF10555	0.00036	0
U00096.3	U00096.3_83	96001	97084	1	PF09531	0.00027	0
U00096.3	U00096.3_83	96001	97084	1	PF00953	0.00045	0
U00096.3	U00096.3_84	97086	98403	1	PF08245	0.00042	0
U00096.3	U00096.3_84	97086	98403	1	PF02875	0.00059	0
U00096.3	U00096.3_85	98402	99647	1	PF01098	0.00191	0
U00096.3	U00096.3_86	99643	100711	1	PF03033	0.00475	0
U00096.3	U00096.3_86	99643	100711	1	PF13579	0.00399	0
U00096.3	U00096.3_86	99643	100711	1	PF13439	0.00385	0
U00096.3	U00096.3_86	99643	100711	1	PF04101	0.00383	0
U00096.3	U00096.3_86	99643	100711	1	PF13692	0.00394	0
U00096.3	U00096.3_87	100764	102240	1	PF01225	0.00149	0
U00096.3	U00096.3_87	100764	102240	1	PF08245	0.00079	0
U00096.3	U00096.3_87	100764	102240	1	PF02875	0.00078	0
U00096.3	U00096.3_88	102232	103153	1	PF01820	0.00095	0
U00096.3	U00096.3_88	102232	103153	1	PF07478	0.00102	0
U00096.3	U00096.3_88	102232	103153	1	PF02222	0.00105	0
U00096.3	U00096.3_88	102232	103153	1	PF02786	0.0012	0
U00096.3	U00096.3_88	102232	103153	1	PF13535	0.00148	0
U00096.3	U00096.3_88	102232	103153	1	PF14398	0.00174	0
U00096.3	U00096.3_89	103154	103985	1	PF08478	0.00075	0
U00096.3	U00096.3_89	103154	103985	1	PF03799	0.00052	0
U00096.3	U00096.3_90	103981	105244	1	PF02491	0.00037	0
U00096.3	U00096.3_90	103981	105244	1	PF11104	0.00019	0
U00096.3	U00096.3_90	103981	105244	1	PF06277	0.00011	0
U00096.3	U00096.3_90	103981	105244	1	PF08841	0.0001	0
U00096.3	U00096.3_90	103981	105244	1	PF06723	0.0001	0
U00096.3	U00096.3_90	103981	105244	1	PF14450	0.00018	0
U00096.3	U00096.3_91	105304	106456	1	PF00091	0.00043	0
U00096.3	U00096.3_91	105304	106456	1	PF13460	0.00106	0
U00096.3	U00096.3_91	105304	106456	1	PF12327	0.00082	0
U00096.3	U00096.3_92	106556	107474	1	PF03331	0.00148	0
U00096.3	U00096.3_93	107629	108217	1	PF10818	0.00182	0
U00096.3	U00096.3_93	107629	108217	1	PF06558	0.00155	0
U00096.3	U00096.3_94	108278	110984	1	PF07517	0.00127	0
U00096.3	U00096.3_94	108278	110984	1	PF00270	0.00106	0
U00096.3	U00096.3_94	108278	110984	1	PF01043	0.00133	0
U00096.3	U00096.3_94	108278	110984	1	PF07516	0.00151	0
U00096.3	U00096.3_94	108278	110984	1	PF02810	0.00243	0
U00096.3	U00096.3_95	111043	111433	1	PF00293	0.00523	0
U00096.3	U00096.3_95	111043	111433	1	PF14815	0.00668	0
U00096.3	U00096.3_96	111648	111846	-1	PF03884	0.01345	0
U00096.3	U00096.3_97	111855	112599	-1	PF07072	0.01721	0
U00096.3	U00096.3_98	112598	113219	-1	PF01121	0.00981	0
U00096.3	U00096.3_98	112598	113219	-1	PF13671	0.01191	0
U00096.3	U00096.3_98	112598	113219	-1	PF13207	0.00939	0
U00096.3	U00096.3_98	112598	113219	-1	PF13238	0.01079	0
U00096.3	U00096.3_98	112598	113219	-1	PF13521	0.01694	0
U00096.3	U00096.3_98	112598	113219	-1	PF13555	0.01713	0
U00096.3	U00096.3_99	113443	114487	1	PF00478	0.01827	0
U00096.3	U00096.3_99	113443	114487	1	PF01070	0.0204	0
U00096.3	U00096.3_100	114521	115724	-1	PF00482	0.02633	0
U00096.3	U00096.3_101	115713	117099	-1	PF00437	0.01675	0
U00096.3	U00096.3_101	115713	117099	-1	PF13191	0.0214	0
U00096.3	U00096.3_101	115713	117099	-1	PF13604	0.01814	0
U00096.3	U00096.3_101	115713	117099	-1	PF05157	0.01702	0
U00096.3	U00096.3_102	117108	117549	-1	PF00114	0.01122	0
U00096.3	U00096.3_102	117108	117549	-1	PF07963	0.0125	0
U00096.3	U00096.3_103	117751	118645	-1	PF01729	0.0122	0
U00096.3	U00096.3_103	117751	118645	-1	PF00478	0.01267	0
U00096.3	U00096.3_103	117751	118645	-1	PF02749	0.01116	0
U00096.3	U00096.3_104	118732	119284	1	PF01510	0.02021	0
U00096.3	U00096.3_105	119280	120135	1	PF17113	0.01571	0
U00096.3	U00096.3_106	120177	121548	-1	PF00324	0.01063	0
U00096.3	U00096.3_106	120177	121548	-1	PF13520	0.00912	0
U00096.3	U00096.3_107	122091	122856	1	PF00392	0.00639	0
U00096.3	U00096.3_107	122091	122856	1	PF01047	0.00608	0
U00096.3	U00096.3_107	122091	122856	1	PF12802	0.00583	0
U00096.3	U00096.3_107	122091	122856	1	PF13412	0.00503	0
U00096.3	U00096.3_107	122091	122856	1	PF08220	0.00331	0
U00096.3	U00096.3_107	122091	122856	1	PF07848	0.00465	0
U00096.3	U00096.3_107	122091	122856	1	PF08279	0.00364	0
U00096.3	U00096.3_107	122091	122856	1	PF07729	0.00589	0
U00096.3	U00096.3_108	123016	125680	1	PF00456	0.00797	0
U00096.3	U00096.3_109	125694	127587	1	PF00364	0.00354	0
U00096.3	U00096.3_109	125694	127587	1	PF13375	0.00218	0
U00096.3	U00096.3_109	125694	127587	1	PF01597	0.00177	0
U00096.3	U00096.3_109	125694	127587	1	PF13533	0.0019	0
U00096.3	U00096.3_109	125694	127587	1	PF02817	0.00173	0
U00096.3	U00096.3_109	125694	127587	1	PF00198	0.00219	0
U00096.3	U00096.3_110	127911	129336	1	PF01946	0.00296	0
U00096.3	U00096.3_110	127911	129336	1	PF01494	0.00278	0
U00096.3	U00096.3_110	127911	129336	1	PF07992	0.00221	0
U00096.3	U00096.3_110	127911	129336	1	PF01134	0.00159	0
U00096.3	U00096.3_110	127911	129336	1	PF12831	0.00162	0
U00096.3	U00096.3_110	127911	129336	1	PF03486	0.00151	0
U00096.3	U00096.3_110	127911	129336	1	PF00890	0.00164	0
U00096.3	U00096.3_110	127911	129336	1	PF13450	0.00214	0
U00096.3	U00096.3_110	127911	129336	1	PF13738	0.00161	0
U00096.3	U00096.3_110	127911	129336	1	PF00070	0.00179	0
U00096.3	U00096.3_110	127911	129336	1	PF02852	0.00196	0
U00096.3	U00096.3_111	129406	131260	-1	PF11737	0.00296	0
U00096.3	U00096.3_112	131614	134212	1	PF11791	0.00289	0
U00096.3	U00096.3_112	131614	134212	1	PF06434	0.002	0
U00096.3	U00096.3_112	131614	134212	1	PF00330	0.00207	0
U00096.3	U00096.3_113	134387	134750	1	PF06062	0.00602	0
U00096.3	U00096.3_114	134787	135582	-1	PF02675	0.01039	0
U00096.3	U00096.3_115	135597	136464	-1	PF01564	0.01461	0
U00096.3	U00096.3_115	135597	136464	-1	PF13847	0.01419	0
U00096.3	U00096.3_115	135597	136464	-1	PF08241	0.00972	0
U00096.3	U00096.3_115	135597	136464	-1	PF05175	0.00517	0
U00096.3	U00096.3_115	135597	136464	-1	PF13649	0.00451	0
U00096.3	U00096.3_115	135597	136464	-1	PF17284	0.00471	0
U00096.3	U00096.3_116	136569	136917	-1	PF09691	0.01085	0
U00096.3	U00096.3_117	137082	138633	1	PF10518	0.01763	0
U00096.3	U00096.3_117	137082	138633	1	PF07732	0.02275	0
U00096.3	U00096.3_117	137082	138633	1	PF00394	0.02126	0
U00096.3	U00096.3_117	137082	138633	1	PF07731	0.02907	0
U00096.3	U00096.3_118	138834	141225	-1	PF13360	0.03753	0
U00096.3	U00096.3_118	138834	141225	-1	PF01011	0.03712	0
U00096.3	U00096.3_119	141430	141967	1	PF00156	0.02457	0
U00096.3	U00096.3_120	142007	142670	-1	PF00484	0.0486	0
U00096.3	U00096.3_121	142778	143705	1	PF00005	0.04832	0
U00096.3	U00096.3_121	142778	143705	1	PF13555	0.03498	0
U00096.3	U00096.3_121	142778	143705	1	PF13304	0.03871	0
U00096.3	U00096.3_122	143701	144472	1	PF01061	0.04784	0
U00096.3	U00096.3_122	143701	144472	1	PF12698	0.05013	0
U00096.3	U00096.3_123	144576	145017	1	PF03610	0.02936	0
U00096.3	U00096.3_124	145080	146310	1	PF01522	0.02753	0
U00096.3	U00096.3_125	146313	146694	-1	PF02261	0.02297	0
U00096.3	U00096.3_126	146967	147870	1	PF04754	0.01281	0
U00096.3	U00096.3_126	146967	147870	1	PF10975	0.01183	0
U00096.3	U00096.3_127	147943	148795	-1	PF02569	0.01296	0
U00096.3	U00096.3_128	148806	149601	-1	PF02548	0.0073	0
U00096.3	U00096.3_128	148806	149601	-1	PF01177	0.00571	0
U00096.3	U00096.3_129	149714	150953	-1	PF00419	0.00636	0
U00096.3	U00096.3_130	151002	151599	-1	PF00419	0.00588	0
U00096.3	U00096.3_131	151625	152231	-1	PF00419	0.00508	0
U00096.3	U00096.3_132	152242	152812	-1	PF00419	0.00389	0
U00096.3	U00096.3_133	152828	155426	-1	PF13953	0.00183	0
U00096.3	U00096.3_133	152828	155426	-1	PF00577	0.00126	0
U00096.3	U00096.3_133	152828	155426	-1	PF13954	0.00122	0
U00096.3	U00096.3_134	155460	156201	-1	PF02753	0.001	0
U00096.3	U00096.3_134	155460	156201	-1	PF00345	0.00096	0
U00096.3	U00096.3_135	156298	156883	-1	PF00419	0.00154	0
U00096.3	U00096.3_136	157252	157732	-1	PF01288	0.00164	0
U00096.3	U00096.3_137	157728	159093	-1	PF12626	0.00057	0
U00096.3	U00096.3_137	157728	159093	-1	PF12627	0.00042	0
U00096.3	U00096.3_137	157728	159093	-1	PF01743	0.00045	0
U00096.3	U00096.3_138	159185	160112	-1	PF00749	0.00072	0
U00096.3	U00096.3_139	160148	160604	-1	PF01258	0.00108	0
U00096.3	U00096.3_140	160781	161486	-1	PF03749	0.00162	0
U00096.3	U00096.3_141	161500	162031	-1	PF13563	0.00267	0
U00096.3	U00096.3_141	161500	162031	-1	PF02834	0.0026	0
U00096.3	U00096.3_142	162104	164534	1	PF00270	0.00316	0
U00096.3	U00096.3_142	162104	164534	1	PF00271	0.00266	0
U00096.3	U00096.3_142	162104	164534	1	PF04408	0.00401	0
U00096.3	U00096.3_142	162104	164534	1	PF08482	0.00457	0
U00096.3	U00096.3_143	164729	167264	1	PF14812	0.01174	0
U00096.3	U00096.3_143	164729	167264	1	PF14814	0.01264	0
U00096.3	U00096.3_143	164729	167264	1	PF00912	0.01844	0
U00096.3	U00096.3_143	164729	167264	1	PF00905	0.02634	0
U00096.3	U00096.3_144	167483	169727	1	PF07715	0.0739	0
U00096.3	U00096.3_144	167483	169727	1	PF00593	0.089	0
U00096.3	U00096.3_144	167483	169727	1	PF13609	0.07304	0
U00096.3	U00096.3_145	169777	170575	1	PF00005	0.15955	0
U00096.3	U00096.3_145	169777	170575	1	PF13476	0.12856	0
U00096.3	U00096.3_145	169777	170575	1	PF13555	0.128	0
U00096.3	U00096.3_145	169777	170575	1	PF13175	0.10084	0
U00096.3	U00096.3_145	169777	170575	1	PF13304	0.10336	0
U00096.3	U00096.3_145	169777	170575	1	PF02463	0.09914	0
U00096.3	U00096.3_146	170574	171465	1	PF01497	0.21485	0
U00096.3	U00096.3_147	171461	173444	1	PF01032	0.27486	0
U00096.3	U00096.3_148	173601	174882	-1	PF00202	0.46632	0
U00096.3	U00096.3_149	175106	176528	1	PF00654	0.39395	0
U00096.3	U00096.3_150	176609	176954	1	PF01521	0.32825	0
U00096.3	U00096.3_151	177000	177624	-1	PF03458	0.19836	0
U00096.3	U00096.3_152	177661	178462	-1	PF01497	0.19726	0
U00096.3	U00096.3_153	178454	179153	-1	PF01048	0.09948	0
U00096.3	U00096.3_154	179236	180754	1	PF01966	0.03009	0
U00096.3	U00096.3_154	179236	180754	1	PF13286	0.0284	0
U00096.3	U00096.3_155	180883	182308	1	PF00089	0.01775	0
U00096.3	U00096.3_155	180883	182308	1	PF13365	0.01345	0
U00096.3	U00096.3_155	180883	182308	1	PF00595	0.00793	0
U00096.3	U00096.3_155	180883	182308	1	PF13180	0.00759	0
U00096.3	U00096.3_156	182462	183620	1	PF05651	0.00774	0
U00096.3	U00096.3_156	182462	183620	1	PF13556	0.01451	0
U00096.3	U00096.3_157	183708	184095	-1	PF11944	0.01118	0
U00096.3	U00096.3_158	184256	185069	-1	PF12850	0.00616	0
U00096.3	U00096.3_158	184256	185069	-1	PF00149	0.00498	0
U00096.3	U00096.3_158	184256	185069	-1	PF10518	0.00611	0
U00096.3	U00096.3_159	185122	185947	-1	PF14602	0.00437	0
U00096.3	U00096.3_159	185122	185947	-1	PF00132	0.00301	0
U00096.3	U00096.3_159	185122	185947	-1	PF14805	0.0028	0
U00096.3	U00096.3_160	185977	188650	-1	PF01842	0.00253	0
U00096.3	U00096.3_160	185977	188650	-1	PF01966	0.00123	0
U00096.3	U00096.3_160	185977	188650	-1	PF08335	0.00146	0
U00096.3	U00096.3_160	185977	188650	-1	PF01909	0.00252	0
U00096.3	U00096.3_160	185977	188650	-1	PF03445	0.00313	0
U00096.3	U00096.3_161	188711	189506	-1	PF00557	0.00422	0
U00096.3	U00096.3_162	189873	190599	1	PF00318	0.00388	0
U00096.3	U00096.3_163	190856	191708	1	PF00889	0.00361	0
U00096.3	U00096.3_164	191854	192580	1	PF00696	0.00282	0
U00096.3	U00096.3_165	192871	193429	1	PF01765	0.00103	0
U00096.3	U00096.3_165	192871	193429	1	PF10174	0.00068	0
U00096.3	U00096.3_166	193520	194717	1	PF02670	0.00064	0
U00096.3	U00096.3_166	193520	194717	1	PF08436	0.00044	0
U00096.3	U00096.3_166	193520	194717	1	PF13288	0.00049	0
U00096.3	U00096.3_167	194905	195664	1	PF01255	0.00059	0
U00096.3	U00096.3_168	195784	196534	1	PF01148	0.00043	0
U00096.3	U00096.3_168	195784	196534	1	PF08019	0.00052	0
U00096.3	U00096.3_169	196545	197898	1	PF02163	0.0004	0
U00096.3	U00096.3_169	196545	197898	1	PF00595	0.0003	0
U00096.3	U00096.3_169	196545	197898	1	PF13180	0.00031	0
U00096.3	U00096.3_170	197927	200360	1	PF07244	0.00036	0
U00096.3	U00096.3_170	197927	200360	1	PF01103	0.00046	0
U00096.3	U00096.3_171	200481	200967	1	PF03938	0.00046	0
U00096.3	U00096.3_171	200481	200967	1	PF00125	0.00079	0
U00096.3	U00096.3_172	200970	201996	1	PF04613	0.00113	0
U00096.3	U00096.3_172	200970	201996	1	PF00132	0.00146	0
