sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
NC_000913.3	NC_000913.3_13	14168	15298	+	PF00684	Pfam	5.156629661171244e-18	1.8642912730192496e-21	144	204	0.000039488003565136656
NC_000913.3	NC_000913.3_18	18721	19620	+	PF00126	Pfam	1.6506321777906297e-16	5.96757837234501e-20	7	65	0.06416983556648652
NC_000913.3	NC_000913.3_18	18721	19620	+	PF03466	Pfam	1.2611309841574184e-10	4.5594034134396905e-14	97	284	0.06416983556648652
NC_000913.3	NC_000913.3_20	20233	20508	-	PF12759	Pfam	8.107178283042347e-32	2.931011671381904e-35	43	88	0.12799272967935513
NC_000913.3	NC_000913.3_21	20815	21078	-	PF01649	Pfam	1.736686189361479e-28	6.278691935507878e-32	2	84	0.00033774647037107904
NC_000913.3	NC_000913.3_22	21407	22348	+	PF06574	Pfam	6.171815111659394e-59	2.2313142124582047e-62	13	168	0.00006012621322448764
NC_000913.3	NC_000913.3_22	21407	22348	+	PF01687	Pfam	6.177164930663038e-39	2.2332483480343595e-42	185	306	0.00006012621322448764
NC_000913.3	NC_000913.3_23	22391	25207	+	PF00133	Pfam	1.446901686325637e-238	5.231025619398543e-242	28	640	1.4075754618998617e-7
NC_000913.3	NC_000913.3_23	22391	25207	+	PF09334	Pfam	3.218727760720814e-11	1.1636759800147557e-14	58	121	1.4075754618998617e-7
NC_000913.3	NC_000913.3_23	22391	25207	+	PF13603	Pfam	5.83972793820531e-7	2.111253773754631e-10	223	359	1.4075754618998617e-7
NC_000913.3	NC_000913.3_23	22391	25207	+	PF01406	Pfam	4.744038359371478e-7	1.7151259433736362e-10	574	648	1.4075754618998617e-7
NC_000913.3	NC_000913.3_23	22391	25207	+	PF08264	Pfam	6.620542216196282e-28	2.3935438236429075e-31	685	840	1.4075754618998617e-7
NC_000913.3	NC_000913.3_23	22391	25207	+	PF06827	Pfam	8.402506551569863e-11	3.0377825566051566e-14	898	926	1.4075754618998617e-7
NC_000913.3	NC_000913.3_24	25207	25701	+	PF01252	Pfam	4.159780218782408e-39	1.503897403753582e-42	16	154	0.011703347485938128
NC_000913.3	NC_000913.3_25	25826	26275	+	PF00254	Pfam	2.6306950612183864e-16	9.510828131664448e-20	5	141	0.019502233396867956
NC_000913.3	NC_000913.3_27	27293	28207	+	PF01156	Pfam	6.892358686250651e-81	2.491814420191848e-84	5	293	0.003480262796873722
NC_000913.3	NC_000913.3_28	28374	29195	+	PF01113	Pfam	5.3574620174649e-42	1.9368987771022777e-45	6	129	0.001612330765420743
NC_000913.3	NC_000913.3_28	28374	29195	+	PF05173	Pfam	1.4185031459886572e-43	5.128355553104328e-47	132	268	0.001612330765420743
NC_000913.3	NC_000913.3_29	29651	30799	+	PF00988	Pfam	3.9933209907028436e-52	1.4437169163784685e-55	7	132	0.00157390766817788
NC_000913.3	NC_000913.3_30	30817	34038	+	PF02787	Pfam	5.364567157600899e-25	1.9394675190169555e-28	427	505	0.005209337809075849
NC_000913.3	NC_000913.3_30	30817	34038	+	PF02142	Pfam	4.820518249902741e-19	1.742775939950376e-22	957	1041	0.005209337809075849
NC_000913.3	NC_000913.3_32	34781	35371	-	PF00132	Pfam	1.0274454579307445e-7	3.714553354774926e-11	88	122	0.009367794586449934
NC_000913.3	NC_000913.3_33	35377	36162	-	PF00378	Pfam	8.944365618915119e-88	3.2336824363395226e-91	9	260	0.01624090218824371
NC_000913.3	NC_000913.3_33	35377	36162	-	PF16113	Pfam	2.296734676568107e-33	8.303451469877466e-37	15	217	0.01624090218824371
NC_000913.3	NC_000913.3_34	36271	37824	-	PF00501	Pfam	7.118506348283722e-90	2.57357424016042e-93	17	426	0.022328828887520587
NC_000913.3	NC_000913.3_34	36271	37824	-	PF13193	Pfam	5.487370285126986e-16	1.9838648897783753e-19	435	510	0.022328828887520587
NC_000913.3	NC_000913.3_35	37898	39115	-	PF02515	Pfam	7.839551825595037e-79	2.83425590223971e-82	12	378	0.013859049323453968
NC_000913.3	NC_000913.3_36	39244	40386	-	PF02771	Pfam	3.5096559567464523e-15	1.268856094268421e-18	6	108	0.0155143290450083
NC_000913.3	NC_000913.3_36	39244	40386	-	PF02770	Pfam	1.0674744660395296e-22	3.8592713884292467e-26	123	215	0.0155143290450083
NC_000913.3	NC_000913.3_36	39244	40386	-	PF00441	Pfam	8.489579986657456e-47	3.069262468061264e-50	227	376	0.0155143290450083
NC_000913.3	NC_000913.3_36	39244	40386	-	PF08028	Pfam	3.2061370581982667e-16	1.1591240268251145e-19	244	356	0.0155143290450083
NC_000913.3	NC_000913.3_37	40417	41931	-	PF02028	Pfam	1.2475593206790775e-116	4.510337384956896e-120	14	500	0.010229864638827513
NC_000913.3	NC_000913.3_38	42403	43173	+	PF01012	Pfam	7.7776196004674e-40	2.8118653653172093e-43	28	210	0.01784354447454191
NC_000913.3	NC_000913.3_39	43188	44129	+	PF01012	Pfam	2.5031588409759506e-14	9.049742736717102e-18	42	169	0.005586839535362401
NC_000913.3	NC_000913.3_39	43188	44129	+	PF00766	Pfam	7.108827482249928e-30	2.57007501165941e-33	191	271	0.005586839535362401
NC_000913.3	NC_000913.3_40	44180	45466	+	PF00890	Pfam	8.520834347123584e-7	3.080561947622409e-10	7	41	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF01266	Pfam	2.1907800932132183e-8	7.920390792527904e-12	7	56	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF12831	Pfam	2.8359908396789996e-10	1.0253039912071583e-13	7	157	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF01134	Pfam	1.528667086826042e-8	5.526634442610419e-12	7	162	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF03486	Pfam	3.3090886340405888e-9	1.1963444085468506e-12	7	165	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF01494	Pfam	4.260707238417877e-13	1.5403858417996663e-16	7	189	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF13450	Pfam	1.7078391929079604e-8	6.1744005528125824e-12	10	43	0.00545333135319753
NC_000913.3	NC_000913.3_40	44180	45466	+	PF01266	Pfam	1.6273391563404027e-9	5.883366436516279e-13	109	329	0.00545333135319753
NC_000913.3	NC_000913.3_42	45807	47138	+	PF07690	Pfam	2.1996920089986246e-34	7.952610300067334e-38	29	386	0.022029356309089154
NC_000913.3	NC_000913.3_42	45807	47138	+	PF00083	Pfam	6.654997550479624e-53	2.406000560549394e-56	32	433	0.022029356309089154
NC_000913.3	NC_000913.3_43	47246	47776	+	PF02525	Pfam	1.1720422678288917e-41	4.237318394175313e-45	2	167	0.025557396921504494
NC_000913.3	NC_000913.3_43	47246	47776	+	PF03358	Pfam	2.1629481049443317e-8	7.81976899835261e-12	45	123	0.025557396921504494
NC_000913.3	NC_000913.3_44	47769	49631	+	PF00999	Pfam	4.924183644619141e-62	1.7802543906793715e-65	11	374	0.02315236112448022
NC_000913.3	NC_000913.3_44	47769	49631	+	PF02254	Pfam	7.624531671623666e-27	2.7565190425248252e-30	402	512	0.02315236112448022
NC_000913.3	NC_000913.3_45	49712	50302	+	PF00186	Pfam	7.031885106173163e-59	2.5422578113424307e-62	38	195	0.0001371647665899441
NC_000913.3	NC_000913.3_46	50380	51222	-	PF00149	Pfam	1.8597927202523735e-14	6.723762546104025e-18	4	127	0.014184969497597974
NC_000913.3	NC_000913.3_49	52427	53416	-	PF04166	Pfam	3.8759025459166733e-110	1.4012662855808652e-113	34	321	0.0000379672297655635
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13624	Pfam	3.953500399176112e-14	1.4293204624642487e-17	24	141	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF09312	Pfam	3.142132624749262e-47	1.1359843184198345e-50	25	142	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13623	Pfam	2.4940043873393144e-7	9.016646375051752e-11	26	110	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13616	Pfam	8.214898308115506e-19	2.969956004380154e-22	166	272	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF00639	Pfam	8.397100026747361e-22	3.035827920009892e-25	178	272	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13145	Pfam	3.4160989315350115e-7	1.235032151675709e-10	199	275	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13616	Pfam	2.0348201835832674e-27	7.356544409194749e-31	281	383	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF00639	Pfam	1.092938710178865e-25	3.95133300860038e-29	289	380	4.815679196367505e-9
NC_000913.3	NC_000913.3_50	53416	54702	-	PF13145	Pfam	8.426549704127095e-7	3.046474947262146e-10	301	385	4.815679196367505e-9
NC_000913.3	NC_000913.3_51	54755	57109	-	PF03968	Pfam	2.0167579178841105e-29	7.291243376298303e-33	53	194	3.013234442758965e-6
NC_000913.3	NC_000913.3_51	54755	57109	-	PF04453	Pfam	2.1495718526067285e-113	7.771409445432858e-117	309	697	3.013234442758965e-6
NC_000913.3	NC_000913.3_52	57364	58179	+	PF05099	Pfam	8.694224667637762e-9	3.1432482529420683e-12	62	170	7.37932179288564e-7
NC_000913.3	NC_000913.3_52	57364	58179	+	PF00226	Pfam	1.2099398924159274e-11	4.3743307751841194e-15	208	267	7.37932179288564e-7
NC_000913.3	NC_000913.3_55	59687	60346	-	PF00849	Pfam	5.203495851696267e-31	1.8812349427679927e-34	22	169	0.000015205694165320334
NC_000913.3	NC_000913.3_56	60358	63264	-	PF04851	Pfam	1.607473590592253e-10	5.811545880666135e-14	168	317	0.0003846892603618877
NC_000913.3	NC_000913.3_56	60358	63264	-	PF00176	Pfam	2.2404859095468307e-19	8.100093671535903e-23	172	441	0.0003846892603618877
NC_000913.3	NC_000913.3_56	60358	63264	-	PF00271	Pfam	4.475835361207068e-17	1.6181617357943124e-20	495	601	0.0003846892603618877
NC_000913.3	NC_000913.3_60	68348	70048	-	PF00370	Pfam	1.499968137030865e-6	5.42287829729163e-10	4	190	0.0025248068341886675
NC_000913.3	NC_000913.3_60	68348	70048	-	PF02782	Pfam	4.487774102799886e-39	1.6224779836586716e-42	291	501	0.0025248068341886675
NC_000913.3	NC_000913.3_61	70387	71265	+	PF02311	Pfam	1.3982471850955899e-27	5.055123590367281e-31	23	160	0.004005833324212636
NC_000913.3	NC_000913.3_61	70387	71265	+	PF00165	Pfam	3.2217453499873635e-10	1.1647669378117728e-13	187	227	0.004005833324212636
NC_000913.3	NC_000913.3_61	70387	71265	+	PF12833	Pfam	7.975046497429845e-21	2.883241683814116e-24	201	278	0.004005833324212636
NC_000913.3	NC_000913.3_61	70387	71265	+	PF00165	Pfam	1.960213332754826e-9	7.08681609817363e-13	240	277	0.004005833324212636
NC_000913.3	NC_000913.3_62	71351	72115	+	PF09335	Pfam	1.0499685522934676e-19	3.795981750880215e-23	36	159	0.00643311744350752
NC_000913.3	NC_000913.3_63	72229	72927	-	PF00005	Pfam	2.6315107428255794e-37	9.513777089029572e-41	18	157	0.0037761445358217554
NC_000913.3	NC_000913.3_63	72229	72927	-	PF02463	Pfam	2.316224717341919e-6	8.373914379399563e-10	27	190	0.0037761445358217554
NC_000913.3	NC_000913.3_64	72911	74521	-	PF00528	Pfam	4.141966096726828e-12	1.497457012554891e-15	74	266	0.005542751214793892
NC_000913.3	NC_000913.3_64	72911	74521	-	PF00528	Pfam	2.540828153547142e-8	9.185929694675134e-12	374	523	0.005542751214793892
NC_000913.3	NC_000913.3_65	74497	75480	-	PF01547	Pfam	4.856994302525996e-17	1.7559632330173523e-20	40	272	0.006353957332592365
NC_000913.3	NC_000913.3_65	74497	75480	-	PF13531	Pfam	4.0962758173816866e-15	1.4809384733845576e-18	66	274	0.006353957332592365
NC_000913.3	NC_000913.3_65	74497	75480	-	PF13343	Pfam	1.4689677796516868e-17	5.31080180640523e-21	73	288	0.006353957332592365
NC_000913.3	NC_000913.3_66	75644	77299	-	PF00496	Pfam	2.895708861456976e-20	1.0468940207725871e-23	164	306	0.008440970893391806
NC_000913.3	NC_000913.3_68	77621	78799	+	PF07690	Pfam	4.681364595585026e-27	1.6924673158297274e-30	19	345	0.014391967571934543
NC_000913.3	NC_000913.3_68	77621	78799	+	PF07690	Pfam	1.8620740636512517e-15	6.732010353041402e-19	220	385	0.014391967571934543
NC_000913.3	NC_000913.3_69	78848	79453	-	PF00694	Pfam	1.414667617526388e-42	5.114488855843774e-46	3	126	0.007165324717971268
NC_000913.3	NC_000913.3_70	79464	80864	-	PF00330	Pfam	2.5119741312917076e-164	9.08161291139446e-168	7	457	0.011394838817436576
NC_000913.3	NC_000913.3_71	80867	81958	-	PF00180	Pfam	3.1766678923651107e-142	1.1484699538557883e-145	6	355	0.011544724684147209
NC_000913.3	NC_000913.3_72	81958	83529	-	PF08502	Pfam	1.7206442082343877e-36	6.220694896002847e-40	369	499	0.0054489622214970775
NC_000913.3	NC_000913.3_73	84368	85312	+	PF00126	Pfam	3.851229882996643e-18	1.3923463062171522e-21	24	81	0.00568925992591664
NC_000913.3	NC_000913.3_73	84368	85312	+	PF03466	Pfam	8.693846729427875e-17	3.143111615845219e-20	137	309	0.00568925992591664
NC_000913.3	NC_000913.3_74	85630	87354	+	PF00205	Pfam	2.434966604417619e-48	8.803205366658059e-52	196	330	0.006487558580853579
NC_000913.3	NC_000913.3_75	87357	87848	+	PF01842	Pfam	1.4048054763721546e-15	5.078833970976697e-19	4	68	0.000024108976040253957
NC_000913.3	NC_000913.3_75	87357	87848	+	PF13710	Pfam	1.0456584216793667e-15	3.7803992106990843e-19	12	73	0.000024108976040253957
NC_000913.3	NC_000913.3_75	87357	87848	+	PF10369	Pfam	1.0804150013235795e-23	3.906055680851697e-27	84	158	0.000024108976040253957
NC_000913.3	NC_000913.3_76	88028	89032	+	PF00356	Pfam	8.222976710761302e-20	2.9728766127119675e-23	2	50	0.0020104423156908206
NC_000913.3	NC_000913.3_76	88028	89032	+	PF00532	Pfam	7.879846234760277e-15	2.8488236568186103e-18	62	312	0.0020104423156908206
NC_000913.3	NC_000913.3_76	88028	89032	+	PF13407	Pfam	5.34391840684398e-10	1.9320023162848807e-13	64	264	0.0020104423156908206
NC_000913.3	NC_000913.3_76	88028	89032	+	PF13377	Pfam	7.464445134944474e-10	2.6986424927492677e-13	182	317	0.0020104423156908206
NC_000913.3	NC_000913.3_77	89634	90092	+	PF02381	Pfam	1.0148676563413405e-26	3.66908046399617e-30	1	75	0.00007557350677981568
NC_000913.3	NC_000913.3_77	89634	90092	+	PF02381	Pfam	3.46324672341285e-22	1.252077629578037e-25	77	135	0.00007557350677981568
NC_000913.3	NC_000913.3_78	90094	91035	+	PF01795	Pfam	9.657796700814743e-125	3.4916112439677307e-128	5	310	0.0002511601686851215
NC_000913.3	NC_000913.3_80	91413	93179	+	PF03717	Pfam	7.9928733557291e-22	2.8896866795839116e-25	70	220	0.004818004750480766
NC_000913.3	NC_000913.3_80	91413	93179	+	PF00905	Pfam	2.6863861391022776e-85	9.71216970029746e-89	260	554	0.004818004750480766
NC_000913.3	NC_000913.3_81	93166	94653	+	PF01225	Pfam	4.759023214576329e-11	1.7205434615243416e-14	25	102	0.0024089598215420345
NC_000913.3	NC_000913.3_81	93166	94653	+	PF08245	Pfam	2.7228599563637756e-55	9.844034549399044e-59	114	318	0.0024089598215420345
NC_000913.3	NC_000913.3_81	93166	94653	+	PF02875	Pfam	2.176440993130879e-26	7.868550228238897e-30	339	425	0.0024089598215420345
NC_000913.3	NC_000913.3_82	94650	96008	+	PF01225	Pfam	1.2478617812033747e-8	4.511430879260212e-12	26	79	0.0018553018559939304
NC_000913.3	NC_000913.3_82	94650	96008	+	PF08245	Pfam	3.3913124035751444e-52	1.226071006353993e-55	106	292	0.0018553018559939304
NC_000913.3	NC_000913.3_82	94650	96008	+	PF02875	Pfam	2.6597552212819285e-16	9.615890170939728e-20	313	394	0.0018553018559939304
NC_000913.3	NC_000913.3_83	96002	97084	+	PF10555	Pfam	2.5959221994700776e-6	9.385112796348798e-10	68	80	0.00026993387193588345
NC_000913.3	NC_000913.3_83	96002	97084	+	PF00953	Pfam	3.421243448654011e-33	1.2368920638662367e-36	99	284	0.00026993387193588345
NC_000913.3	NC_000913.3_84	97087	98403	+	PF08245	Pfam	4.4304539674782844e-29	1.601754868936473e-32	110	280	0.0003701515761073947
NC_000913.3	NC_000913.3_84	97087	98403	+	PF02875	Pfam	2.694708217498208e-11	9.74225675162042e-15	301	373	0.0003701515761073947
NC_000913.3	NC_000913.3_85	98403	99647	+	PF01098	Pfam	5.290025441860981e-133	1.9125182363922563e-136	47	402	0.0009982830053452008
NC_000913.3	NC_000913.3_86	99644	100711	+	PF03033	Pfam	6.819133629501751e-50	2.465341153109816e-53	9	145	0.01170665307122016
NC_000913.3	NC_000913.3_86	99644	100711	+	PF04101	Pfam	1.510479803084257e-37	5.460881428359569e-41	185	343	0.01170665307122016
NC_000913.3	NC_000913.3_87	100765	102240	+	PF01225	Pfam	6.297208170039116e-34	2.2766479284306277e-37	21	118	0.008046780833735537
NC_000913.3	NC_000913.3_87	100765	102240	+	PF08245	Pfam	3.8388755378954747e-28	1.387879804011379e-31	124	304	0.008046780833735537
NC_000913.3	NC_000913.3_87	100765	102240	+	PF02875	Pfam	2.916864218535786e-20	1.0545423783571171e-23	327	418	0.008046780833735537
NC_000913.3	NC_000913.3_88	102233	103153	+	PF13535	Pfam	1.8395166243170822e-6	6.650457788565012e-10	138	273	0.024259677230580964
NC_000913.3	NC_000913.3_89	103155	103985	+	PF08478	Pfam	1.9331500308718294e-20	6.988973358177257e-24	56	126	0.0003074696656037474
NC_000913.3	NC_000913.3_89	103155	103985	+	PF03799	Pfam	1.7856258793347496e-26	6.455625015671546e-30	130	247	0.0003074696656037474
NC_000913.3	NC_000913.3_90	103982	105244	+	PF14450	Pfam	1.1726247588397242e-7	4.239424290816067e-11	11	180	0.000012344046806075399
NC_000913.3	NC_000913.3_90	103982	105244	+	PF02491	Pfam	3.4962368808333656e-30	1.2640046568450347e-33	85	162	0.000012344046806075399
NC_000913.3	NC_000913.3_90	103982	105244	+	PF06723	Pfam	9.583987442191763e-11	3.464926768688273e-14	203	359	0.000012344046806075399
NC_000913.3	NC_000913.3_90	103982	105244	+	PF14450	Pfam	5.415159566208999e-23	1.9577583391934195e-26	207	381	0.000012344046806075399
NC_000913.3	NC_000913.3_91	105305	106456	+	PF00091	Pfam	4.9289836639880414e-43	1.7819897555994364e-46	13	172	2.244005922067001e-6
NC_000913.3	NC_000913.3_91	105305	106456	+	PF12327	Pfam	3.987654826209511e-38	1.4416684115001848e-41	221	315	2.244005922067001e-6
NC_000913.3	NC_000913.3_92	106557	107474	+	PF03331	Pfam	5.482866773544071e-108	1.9822367221779e-111	4	276	0.0006765119290822486
NC_000913.3	NC_000913.3_94	108279	110984	+	PF07517	Pfam	1.528714767689117e-132	5.526806824617197e-136	7	402	0.000017537460023894996
NC_000913.3	NC_000913.3_94	108279	110984	+	PF01043	Pfam	7.874730469615098e-41	2.8469741394125444e-44	232	358	0.000017537460023894996
NC_000913.3	NC_000913.3_94	108279	110984	+	PF07516	Pfam	1.5898783877688176e-69	5.747933433726745e-73	617	830	0.000017537460023894996
NC_000913.3	NC_000913.3_94	108279	110984	+	PF02810	Pfam	2.1748401421578335e-11	7.86276262529947e-15	881	899	0.000017537460023894996
NC_000913.3	NC_000913.3_95	111044	111433	+	PF00293	Pfam	7.569550691534929e-22	2.73664160937633e-25	5	125	0.004910912646460804
NC_000913.3	NC_000913.3_95	111044	111433	+	PF14815	Pfam	5.0440155782629044e-14	1.8235775771015563e-17	7	124	0.004910912646460804
NC_000913.3	NC_000913.3_98	112599	113219	-	PF01121	Pfam	1.783530448080806e-77	6.448049342302263e-81	3	177	0.00013338637868283253
NC_000913.3	NC_000913.3_100	114522	115724	-	PF00482	Pfam	3.70270830759297e-30	1.3386508704240673e-33	64	186	7.989760657439968e-6
NC_000913.3	NC_000913.3_100	114522	115724	-	PF00482	Pfam	3.420052990585542e-25	1.2364616741090174e-28	269	388	7.989760657439968e-6
NC_000913.3	NC_000913.3_101	115714	117099	-	PF00437	Pfam	7.888377079026682e-101	2.8519078376813747e-104	88	353	0.0009518915795714319
NC_000913.3	NC_000913.3_102	117109	117549	-	PF07963	Pfam	3.309744327774934e-11	1.1965814634038084e-14	1	25	0.001176682774662238
NC_000913.3	NC_000913.3_103	117752	118645	-	PF02749	Pfam	7.845079472484843e-25	2.8362543284471595e-28	43	129	0.004661453422628096
NC_000913.3	NC_000913.3_103	117752	118645	-	PF01729	Pfam	6.973959180952658e-64	2.5213156836415976e-67	131	295	0.004661453422628096
NC_000913.3	NC_000913.3_104	118733	119284	+	PF01510	Pfam	2.0130925215196188e-27	7.2779917625438135e-31	31	167	0.0023797482595952417
NC_000913.3	NC_000913.3_106	120178	121548	-	PF00324	Pfam	1.8485609121829338e-132	6.683155864724996e-136	18	453	0.007667334374265773
NC_000913.3	NC_000913.3_106	120178	121548	-	PF13520	Pfam	1.8900450570690477e-43	6.833134696561994e-47	22	430	0.007667334374265773
NC_000913.3	NC_000913.3_107	122092	122856	+	PF00392	Pfam	2.5341271029879236e-26	9.161703192291843e-30	12	74	0.007362317996450642
NC_000913.3	NC_000913.3_107	122092	122856	+	PF07729	Pfam	8.961805247127251e-18	3.239987435693149e-21	99	226	0.007362317996450642
NC_000913.3	NC_000913.3_109	125695	127587	+	PF02817	Pfam	6.317092810572213e-16	2.283836880177951e-19	327	362	0.0037839092172659537
NC_000913.3	NC_000913.3_110	127912	129336	+	PF01134	Pfam	2.4988148826722685e-8	9.034037898308997e-12	8	70	1.0483779325514434e-6
NC_000913.3	NC_000913.3_110	127912	129336	+	PF12831	Pfam	8.154325745581011e-9	2.9480570302172856e-12	9	45	1.0483779325514434e-6
NC_000913.3	NC_000913.3_110	127912	129336	+	PF00070	Pfam	2.4508432632613414e-16	8.860604711718516e-20	177	252	1.0483779325514434e-6
NC_000913.3	NC_000913.3_110	127912	129336	+	PF02852	Pfam	6.004193034633429e-36	2.1707133169318255e-39	347	455	1.0483779325514434e-6
NC_000913.3	NC_000913.3_112	131615	134212	+	PF00330	Pfam	1.2040535964013546e-41	4.353049878529843e-45	472	818	0.013705550679879162
NC_000913.3	NC_000913.3_115	135598	136464	-	PF01564	Pfam	1.4262581255795827e-68	5.156392355674558e-72	60	239	0.00015687650048813064
NC_000913.3	NC_000913.3_115	135598	136464	-	PF13649	Pfam	1.455644891211779e-6	5.262635181532101e-10	81	186	0.00015687650048813064
NC_000913.3	NC_000913.3_117	137083	138633	+	PF07731	Pfam	1.4253003037429e-24	5.152929514616414e-28	402	516	0.010803101218835057
NC_000913.3	NC_000913.3_119	141431	141967	+	PF00156	Pfam	1.3775161157873703e-25	4.9801739544011943e-29	13	160	0.0025821956474495807
NC_000913.3	NC_000913.3_120	142008	142670	-	PF00484	Pfam	1.1189077212508901e-50	4.0452195272989524e-54	38	187	0.005058028717041588
NC_000913.3	NC_000913.3_121	142779	143705	+	PF00005	Pfam	5.088842421389176e-32	1.839783955672153e-35	21	165	0.012369424840841671
NC_000913.3	NC_000913.3_121	142779	143705	+	PF13304	Pfam	4.0498428513210216e-8	1.4641514285325456e-11	131	194	0.012369424840841671
NC_000913.3	NC_000913.3_122	143702	144472	+	PF01061	Pfam	2.8956670494524716e-39	1.046878904357365e-42	9	218	0.013253175126385613
NC_000913.3	NC_000913.3_122	143702	144472	+	PF12698	Pfam	2.4701062053916293e-6	8.930246584929969e-10	57	243	0.013253175126385613
NC_000913.3	NC_000913.3_123	144577	145017	+	PF03610	Pfam	1.4149261378903301e-30	5.115423492011316e-34	3	116	0.0006133628063990618
NC_000913.3	NC_000913.3_124	145081	146310	+	PF01522	Pfam	4.058957243923034e-24	1.4674465813170767e-27	228	366	0.005269271467113973
NC_000913.3	NC_000913.3_127	147944	148795	-	PF02569	Pfam	2.2598405047900758e-104	8.170066900904106e-108	3	278	0.003683067214154968
NC_000913.3	NC_000913.3_128	148807	149601	-	PF02548	Pfam	3.733472771772724e-105	1.3497732363603485e-108	4	258	0.00016109949656563808
NC_000913.3	NC_000913.3_136	157253	157732	-	PF01288	Pfam	4.895300859047364e-36	1.7698123134661473e-39	5	134	0.00028001092400050135
NC_000913.3	NC_000913.3_137	157729	159093	-	PF01743	Pfam	1.7582396517376265e-40	6.35661479297768e-44	51	182	0.001508536868913097
NC_000913.3	NC_000913.3_137	157729	159093	-	PF12627	Pfam	3.3649272640102744e-21	1.2165319103435554e-24	209	270	0.001508536868913097
NC_000913.3	NC_000913.3_138	159186	160112	-	PF00749	Pfam	5.71914473630711e-49	2.067658979142122e-52	19	284	0.00010256316813026522
NC_000913.3	NC_000913.3_139	160149	160604	-	PF01258	Pfam	8.998872651009696e-11	3.2533885216954794e-14	110	143	5.880801447052214e-6
NC_000913.3	NC_000913.3_142	162105	164534	+	PF00270	Pfam	3.325311153914544e-10	1.2022093831939783e-13	21	163	0.000012716899880391315
NC_000913.3	NC_000913.3_142	162105	164534	+	PF00271	Pfam	1.3485117289581612e-11	4.875313553717141e-15	207	327	0.000012716899880391315
