sequence_id	protein_id	gene_start	gene_end	gene_strand	pfam_id	deepbgc_score	in_cluster
BA000007.3	BA000007.3_44	48593	49880	1	PF12831	0.27992	0
BA000007.3	BA000007.3_44	48593	49880	1	PF01946	0.30831	0
BA000007.3	BA000007.3_44	48593	49880	1	PF07992	0.30298	0
BA000007.3	BA000007.3_44	48593	49880	1	PF00890	0.29186	0
BA000007.3	BA000007.3_44	48593	49880	1	PF00070	0.25978	0
BA000007.3	BA000007.3_44	48593	49880	1	PF13450	0.28979	0
BA000007.3	BA000007.3_44	48593	49880	1	PF04820	0.25879	0
BA000007.3	BA000007.3_44	48593	49880	1	PF00732	0.26312	0
BA000007.3	BA000007.3_44	48593	49880	1	PF01266	0.23135	0
BA000007.3	BA000007.3_45	49876	50164	1	PF05187	0.18519	0
BA000007.3	BA000007.3_45	49876	50164	1	PF13187	0.1248	0
BA000007.3	BA000007.3_46	50221	51553	1	PF07690	0.16702	0
BA000007.3	BA000007.3_46	50221	51553	1	PF06779	0.15142	0
BA000007.3	BA000007.3_46	50221	51553	1	PF00083	0.16898	0
BA000007.3	BA000007.3_46	50221	51553	1	PF03825	0.16619	0
BA000007.3	BA000007.3_47	51660	52191	1	PF02525	0.12137	0
BA000007.3	BA000007.3_47	51660	52191	1	PF03358	0.14428	0
BA000007.3	BA000007.3_48	52183	54046	1	PF00999	0.11291	0
BA000007.3	BA000007.3_48	52183	54046	1	PF03977	0.08315	0
BA000007.3	BA000007.3_48	52183	54046	1	PF02254	0.14025	0
BA000007.3	BA000007.3_49	54126	54717	1	PF00186	0.08646	0
BA000007.3	BA000007.3_50	54802	55036	1	PF07362	0.09724	0
BA000007.3	BA000007.3_51	55038	55353	1	PF01845	0.07745	0
BA000007.3	BA000007.3_52	55349	56198	-1	PF00149	0.05141	0
BA000007.3	BA000007.3_52	55349	56198	-1	PF12850	0.04954	0
BA000007.3	BA000007.3_53	56204	56582	-1	PF04379	0.05612	0
BA000007.3	BA000007.3_54	56584	57406	-1	PF00398	0.03895	0
BA000007.3	BA000007.3_55	57402	58392	-1	PF04166	0.0223	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF13616	0.01917	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF00639	0.01687	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF13145	0.01499	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF09312	0.01117	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF13624	0.01027	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF05698	0.00892	0
BA000007.3	BA000007.3_56	58391	59678	-1	PF13623	0.00861	0
BA000007.3	BA000007.3_57	59730	62085	-1	PF04453	0.00626	0
BA000007.3	BA000007.3_57	59730	62085	-1	PF03968	0.00433	0
BA000007.3	BA000007.3_58	62339	63155	1	PF14188	0.00224	0
BA000007.3	BA000007.3_58	62339	63155	1	PF05099	0.00224	0
BA000007.3	BA000007.3_58	62339	63155	1	PF00226	0.00225	0
BA000007.3	BA000007.3_59	63449	64202	1	PF00805	0.00683	0
BA000007.3	BA000007.3_60	64619	65279	-1	PF00849	0.00209	0
BA000007.3	BA000007.3_61	65290	68197	-1	PF12137	0.00101	0
BA000007.3	BA000007.3_61	65290	68197	-1	PF00271	0.00061	0
BA000007.3	BA000007.3_61	65290	68197	-1	PF00176	0.00052	0
BA000007.3	BA000007.3_61	65290	68197	-1	PF04851	0.0005	0
BA000007.3	BA000007.3_61	65290	68197	-1	PF00270	0.00078	0
BA000007.3	BA000007.3_62	68360	70712	-1	PF00136	0.00125	0
BA000007.3	BA000007.3_62	68360	70712	-1	PF03175	0.00125	0
BA000007.3	BA000007.3_62	68360	70712	-1	PF03104	0.00172	0
BA000007.3	BA000007.3_63	70786	71482	-1	PF00596	0.00549	0
BA000007.3	BA000007.3_64	71681	73184	-1	PF11762	0.00698	0
BA000007.3	BA000007.3_64	71681	73184	-1	PF02610	0.0065	0
BA000007.3	BA000007.3_65	73194	74895	-1	PF02782	0.00555	0
BA000007.3	BA000007.3_65	73194	74895	-1	PF00370	0.00613	0
BA000007.3	BA000007.3_66	75233	76112	1	PF02311	0.00855	0
BA000007.3	BA000007.3_66	75233	76112	1	PF14525	0.00818	0
BA000007.3	BA000007.3_66	75233	76112	1	PF07883	0.00912	0
BA000007.3	BA000007.3_66	75233	76112	1	PF00165	0.00748	0
BA000007.3	BA000007.3_66	75233	76112	1	PF12833	0.00807	0
BA000007.3	BA000007.3_67	76197	76962	1	PF09335	0.00706	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF02463	0.00584	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF13304	0.00467	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF00005	0.00475	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF13191	0.0054	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF01926	0.00293	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF03193	0.00325	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF13555	0.00321	0
BA000007.3	BA000007.3_68	77048	77747	-1	PF13476	0.00352	0
BA000007.3	BA000007.3_69	77730	79341	-1	PF00528	0.00475	0
BA000007.3	BA000007.3_70	79316	80300	-1	PF13343	0.00309	0
BA000007.3	BA000007.3_70	79316	80300	-1	PF13416	0.00191	0
BA000007.3	BA000007.3_70	79316	80300	-1	PF13531	0.00158	0
BA000007.3	BA000007.3_70	79316	80300	-1	PF01547	0.00194	0
BA000007.3	BA000007.3_73	81469	83128	-1	PF00496	0.00259	0
BA000007.3	BA000007.3_73	81469	83128	-1	PF12793	0.00286	0
BA000007.3	BA000007.3_74	83455	84061	-1	PF00694	0.00299	0
BA000007.3	BA000007.3_75	84071	85472	-1	PF00330	0.0031	0
BA000007.3	BA000007.3_76	85474	86566	-1	PF00180	0.00374	0
BA000007.3	BA000007.3_77	86565	88137	-1	PF08502	0.00352	0
BA000007.3	BA000007.3_77	86565	88137	-1	PF00682	0.00434	0
BA000007.3	BA000007.3_78	88973	89918	1	PF00126	0.00377	0
BA000007.3	BA000007.3_78	88973	89918	1	PF03466	0.00398	0
BA000007.3	BA000007.3_79	90235	91960	1	PF02776	0.00561	0
BA000007.3	BA000007.3_79	90235	91960	1	PF00205	0.00417	0
BA000007.3	BA000007.3_79	90235	91960	1	PF02775	0.00485	0
BA000007.3	BA000007.3_80	91962	92454	1	PF01842	0.00292	0
BA000007.3	BA000007.3_80	91962	92454	1	PF13291	0.00173	0
BA000007.3	BA000007.3_80	91962	92454	1	PF13710	0.00177	0
BA000007.3	BA000007.3_80	91962	92454	1	PF10369	0.0021	0
BA000007.3	BA000007.3_81	92633	93638	1	PF00356	0.00202	0
BA000007.3	BA000007.3_81	92633	93638	1	PF00532	0.00151	0
BA000007.3	BA000007.3_81	92633	93638	1	PF13407	0.00132	0
BA000007.3	BA000007.3_81	92633	93638	1	PF13377	0.00129	0
BA000007.3	BA000007.3_81	92633	93638	1	PF15076	0.00109	0
BA000007.3	BA000007.3_82	94239	94698	1	PF02381	0.00209	0
BA000007.3	BA000007.3_83	94699	95641	1	PF01795	0.00215	0
BA000007.3	BA000007.3_84	95637	96003	1	PF04999	0.00133	0
BA000007.3	BA000007.3_85	96018	97785	1	PF03717	0.00088	0
BA000007.3	BA000007.3_85	96018	97785	1	PF00905	0.00082	0
BA000007.3	BA000007.3_86	97771	99259	1	PF01225	0.00048	0
BA000007.3	BA000007.3_86	97771	99259	1	PF08245	0.00025	0
BA000007.3	BA000007.3_86	97771	99259	1	PF02875	0.00025	0
BA000007.3	BA000007.3_87	99255	100614	1	PF01225	0.00025	0
BA000007.3	BA000007.3_87	99255	100614	1	PF08245	0.00016	0
BA000007.3	BA000007.3_87	99255	100614	1	PF02875	0.0002	0
BA000007.3	BA000007.3_88	100607	101690	1	PF10555	0.00038	0
BA000007.3	BA000007.3_88	100607	101690	1	PF09531	0.00029	0
BA000007.3	BA000007.3_88	100607	101690	1	PF00953	0.00047	0
BA000007.3	BA000007.3_89	101692	103009	1	PF08245	0.00043	0
BA000007.3	BA000007.3_89	101692	103009	1	PF02875	0.00061	0
BA000007.3	BA000007.3_90	103008	104253	1	PF01098	0.00198	0
BA000007.3	BA000007.3_91	104249	105317	1	PF03033	0.00501	0
BA000007.3	BA000007.3_91	104249	105317	1	PF13579	0.00428	0
BA000007.3	BA000007.3_91	104249	105317	1	PF13439	0.00419	0
BA000007.3	BA000007.3_91	104249	105317	1	PF04101	0.00419	0
BA000007.3	BA000007.3_91	104249	105317	1	PF13692	0.00433	0
BA000007.3	BA000007.3_92	105370	106846	1	PF01225	0.00163	0
BA000007.3	BA000007.3_92	105370	106846	1	PF08245	0.00087	0
BA000007.3	BA000007.3_92	105370	106846	1	PF02875	0.00085	0
BA000007.3	BA000007.3_93	106838	107759	1	PF01820	0.00102	0
BA000007.3	BA000007.3_93	106838	107759	1	PF07478	0.00109	0
BA000007.3	BA000007.3_93	106838	107759	1	PF02222	0.00111	0
BA000007.3	BA000007.3_93	106838	107759	1	PF02786	0.00128	0
BA000007.3	BA000007.3_93	106838	107759	1	PF13535	0.00157	0
BA000007.3	BA000007.3_93	106838	107759	1	PF14398	0.00184	0
BA000007.3	BA000007.3_94	107760	108591	1	PF08478	0.00079	0
BA000007.3	BA000007.3_94	107760	108591	1	PF03799	0.00055	0
BA000007.3	BA000007.3_95	108587	109850	1	PF02491	0.00038	0
BA000007.3	BA000007.3_95	108587	109850	1	PF11104	0.0002	0
BA000007.3	BA000007.3_95	108587	109850	1	PF06277	0.00011	0
BA000007.3	BA000007.3_95	108587	109850	1	PF08841	0.00011	0
BA000007.3	BA000007.3_95	108587	109850	1	PF06723	0.0001	0
BA000007.3	BA000007.3_95	108587	109850	1	PF14450	0.00018	0
BA000007.3	BA000007.3_96	109910	111062	1	PF00091	0.00043	0
BA000007.3	BA000007.3_96	109910	111062	1	PF13460	0.00107	0
BA000007.3	BA000007.3_96	109910	111062	1	PF12327	0.00082	0
BA000007.3	BA000007.3_97	111162	112080	1	PF03331	0.00149	0
BA000007.3	BA000007.3_98	112235	112823	1	PF10818	0.00184	0
BA000007.3	BA000007.3_98	112235	112823	1	PF06558	0.00156	0
BA000007.3	BA000007.3_99	112884	115590	1	PF07517	0.00128	0
BA000007.3	BA000007.3_99	112884	115590	1	PF00270	0.00107	0
BA000007.3	BA000007.3_99	112884	115590	1	PF01043	0.00134	0
BA000007.3	BA000007.3_99	112884	115590	1	PF07516	0.00151	0
BA000007.3	BA000007.3_99	112884	115590	1	PF02810	0.00242	0
BA000007.3	BA000007.3_100	115649	116048	1	PF00293	0.0052	0
BA000007.3	BA000007.3_100	115649	116048	1	PF14815	0.00665	0
BA000007.3	BA000007.3_101	116138	116336	-1	PF03884	0.01338	0
BA000007.3	BA000007.3_102	116345	117089	-1	PF07072	0.01721	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF01121	0.00989	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF13671	0.0121	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF13207	0.00962	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF13238	0.01114	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF13521	0.01765	0
BA000007.3	BA000007.3_103	117088	117709	-1	PF13555	0.01796	0
BA000007.3	BA000007.3_104	117933	118977	1	PF00478	0.01913	0
BA000007.3	BA000007.3_104	117933	118977	1	PF01070	0.02122	0
BA000007.3	BA000007.3_105	119011	120214	-1	PF00482	0.02684	0
BA000007.3	BA000007.3_106	120203	121589	-1	PF00437	0.01643	0
BA000007.3	BA000007.3_106	120203	121589	-1	PF13191	0.02045	0
BA000007.3	BA000007.3_106	120203	121589	-1	PF13604	0.01674	0
BA000007.3	BA000007.3_106	120203	121589	-1	PF13401	0.02117	0
BA000007.3	BA000007.3_106	120203	121589	-1	PF05157	0.0177	0
BA000007.3	BA000007.3_107	121598	122039	-1	PF00114	0.01184	0
BA000007.3	BA000007.3_107	121598	122039	-1	PF07963	0.01327	0
BA000007.3	BA000007.3_108	122241	123135	-1	PF01729	0.01292	0
BA000007.3	BA000007.3_108	122241	123135	-1	PF00478	0.0132	0
BA000007.3	BA000007.3_108	122241	123135	-1	PF02749	0.01153	0
BA000007.3	BA000007.3_109	123222	123774	1	PF01510	0.02045	0
BA000007.3	BA000007.3_110	123770	124625	1	PF17113	0.01558	0
BA000007.3	BA000007.3_111	124667	126038	-1	PF00324	0.01037	0
BA000007.3	BA000007.3_111	124667	126038	-1	PF13520	0.00882	0
BA000007.3	BA000007.3_112	126581	127346	1	PF00392	0.00615	0
BA000007.3	BA000007.3_112	126581	127346	1	PF01047	0.00581	0
BA000007.3	BA000007.3_112	126581	127346	1	PF12802	0.00554	0
BA000007.3	BA000007.3_112	126581	127346	1	PF13412	0.00476	0
BA000007.3	BA000007.3_112	126581	127346	1	PF08220	0.00313	0
BA000007.3	BA000007.3_112	126581	127346	1	PF07848	0.00439	0
BA000007.3	BA000007.3_112	126581	127346	1	PF08279	0.00343	0
BA000007.3	BA000007.3_112	126581	127346	1	PF07729	0.00558	0
BA000007.3	BA000007.3_113	127506	130170	1	PF00456	0.00759	0
BA000007.3	BA000007.3_114	130184	132077	1	PF13375	0.00302	0
BA000007.3	BA000007.3_114	130184	132077	1	PF00364	0.00225	0
BA000007.3	BA000007.3_114	130184	132077	1	PF01597	0.00168	0
BA000007.3	BA000007.3_114	130184	132077	1	PF13533	0.00181	0
BA000007.3	BA000007.3_114	130184	132077	1	PF02817	0.00165	0
BA000007.3	BA000007.3_114	130184	132077	1	PF00198	0.00211	0
BA000007.3	BA000007.3_115	132284	133709	1	PF01946	0.00288	0
BA000007.3	BA000007.3_115	132284	133709	1	PF01494	0.00272	0
BA000007.3	BA000007.3_115	132284	133709	1	PF07992	0.00217	0
BA000007.3	BA000007.3_115	132284	133709	1	PF01134	0.00157	0
BA000007.3	BA000007.3_115	132284	133709	1	PF12831	0.0016	0
BA000007.3	BA000007.3_115	132284	133709	1	PF03486	0.0015	0
BA000007.3	BA000007.3_115	132284	133709	1	PF00890	0.00163	0
BA000007.3	BA000007.3_115	132284	133709	1	PF13450	0.00214	0
BA000007.3	BA000007.3_115	132284	133709	1	PF13738	0.00162	0
BA000007.3	BA000007.3_115	132284	133709	1	PF00070	0.00181	0
BA000007.3	BA000007.3_115	132284	133709	1	PF02852	0.00199	0
BA000007.3	BA000007.3_116	133779	135633	-1	PF11737	0.00301	0
BA000007.3	BA000007.3_117	135987	138585	1	PF11791	0.00297	0
BA000007.3	BA000007.3_117	135987	138585	1	PF06434	0.00206	0
BA000007.3	BA000007.3_117	135987	138585	1	PF00330	0.00213	0
BA000007.3	BA000007.3_118	138760	139123	1	PF06062	0.00626	0
BA000007.3	BA000007.3_119	139160	139955	-1	PF02675	0.01086	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF01564	0.01541	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF13847	0.01503	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF08241	0.01035	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF05175	0.00556	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF13649	0.00486	0
BA000007.3	BA000007.3_120	139970	140837	-1	PF17284	0.00511	0
BA000007.3	BA000007.3_121	140942	141290	-1	PF09691	0.01191	0
BA000007.3	BA000007.3_122	141455	143006	1	PF10518	0.01969	0
BA000007.3	BA000007.3_122	141455	143006	1	PF07732	0.02559	0
BA000007.3	BA000007.3_122	141455	143006	1	PF00394	0.02412	0
BA000007.3	BA000007.3_122	141455	143006	1	PF07731	0.03299	0
BA000007.3	BA000007.3_123	143207	145598	-1	PF13360	0.04354	0
BA000007.3	BA000007.3_123	143207	145598	-1	PF01011	0.04374	0
BA000007.3	BA000007.3_124	145803	146340	1	PF00156	0.0303	0
BA000007.3	BA000007.3_125	146380	147043	-1	PF00484	0.06263	0
BA000007.3	BA000007.3_126	147151	148078	1	PF00005	0.0664	0
BA000007.3	BA000007.3_126	147151	148078	1	PF13555	0.04917	0
BA000007.3	BA000007.3_126	147151	148078	1	PF13304	0.05391	0
BA000007.3	BA000007.3_127	148074	148845	1	PF01061	0.06965	0
BA000007.3	BA000007.3_127	148074	148845	1	PF12698	0.07399	0
BA000007.3	BA000007.3_128	148949	149390	1	PF03610	0.04473	0
BA000007.3	BA000007.3_129	149453	150683	1	PF01522	0.04422	0
BA000007.3	BA000007.3_130	150686	151067	-1	PF02261	0.03698	0
BA000007.3	BA000007.3_131	151340	152237	1	PF04754	0.02726	0
BA000007.3	BA000007.3_132	152535	153387	-1	PF02569	0.02427	0
BA000007.3	BA000007.3_133	153398	154193	-1	PF02548	0.01378	0
BA000007.3	BA000007.3_133	153398	154193	-1	PF01177	0.01063	0
BA000007.3	BA000007.3_134	154327	155437	-1	PF00419	0.01045	0
BA000007.3	BA000007.3_135	155448	156039	-1	PF00419	0.00872	0
BA000007.3	BA000007.3_136	156059	156665	-1	PF00419	0.00699	0
BA000007.3	BA000007.3_137	156679	157228	-1	PF00419	0.00511	0
BA000007.3	BA000007.3_138	157241	159842	-1	PF13953	0.00236	0
BA000007.3	BA000007.3_138	157241	159842	-1	PF00577	0.00164	0
BA000007.3	BA000007.3_138	157241	159842	-1	PF13954	0.00156	0
BA000007.3	BA000007.3_139	159883	160609	-1	PF02753	0.00119	0
BA000007.3	BA000007.3_139	159883	160609	-1	PF00345	0.00109	0
BA000007.3	BA000007.3_140	160695	161292	-1	PF00419	0.0016	0
BA000007.3	BA000007.3_141	161572	162055	-1	PF01288	0.00154	0
BA000007.3	BA000007.3_142	162051	163416	-1	PF12626	0.0005	0
BA000007.3	BA000007.3_142	162051	163416	-1	PF12627	0.00034	0
BA000007.3	BA000007.3_142	162051	163416	-1	PF01743	0.00033	0
BA000007.3	BA000007.3_143	163508	164435	-1	PF00749	0.00047	0
BA000007.3	BA000007.3_144	164471	164927	-1	PF01258	0.00063	0
BA000007.3	BA000007.3_145	165104	165809	-1	PF03749	0.00082	0
BA000007.3	BA000007.3_146	165823	166354	-1	PF13563	0.00114	0
BA000007.3	BA000007.3_146	165823	166354	-1	PF02834	0.00102	0
BA000007.3	BA000007.3_147	166427	168857	1	PF00270	0.00104	0
BA000007.3	BA000007.3_147	166427	168857	1	PF00271	0.00083	0
BA000007.3	BA000007.3_147	166427	168857	1	PF04408	0.00132	0
BA000007.3	BA000007.3_147	166427	168857	1	PF08482	0.00164	0
BA000007.3	BA000007.3_148	169052	171587	1	PF14812	0.00396	0
BA000007.3	BA000007.3_148	169052	171587	1	PF14814	0.00411	0
BA000007.3	BA000007.3_148	169052	171587	1	PF00912	0.00636	0
BA000007.3	BA000007.3_148	169052	171587	1	PF00905	0.01007	0
BA000007.3	BA000007.3_149	171806	174050	1	PF07715	0.02648	0
BA000007.3	BA000007.3_149	171806	174050	1	PF00593	0.03226	0
BA000007.3	BA000007.3_149	171806	174050	1	PF13609	0.02946	0
BA000007.3	BA000007.3_150	174100	174898	1	PF00005	0.06547	0
BA000007.3	BA000007.3_150	174100	174898	1	PF13476	0.0519	0
BA000007.3	BA000007.3_150	174100	174898	1	PF13555	0.05304	0
BA000007.3	BA000007.3_150	174100	174898	1	PF13175	0.04181	0
BA000007.3	BA000007.3_150	174100	174898	1	PF13304	0.04551	0
BA000007.3	BA000007.3_150	174100	174898	1	PF02463	0.04849	0
BA000007.3	BA000007.3_151	174897	175788	1	PF01497	0.13301	0
BA000007.3	BA000007.3_152	175784	177767	1	PF01032	0.15592	0
BA000007.3	BA000007.3_152	175784	177767	1	PF00950	0.14994	0
BA000007.3	BA000007.3_153	177801	179082	-1	PF00202	0.29448	0
BA000007.3	BA000007.3_154	179306	180728	1	PF00654	0.18685	0
BA000007.3	BA000007.3_155	180809	181154	1	PF01521	0.13893	0
BA000007.3	BA000007.3_156	181200	181824	-1	PF03458	0.08661	0
BA000007.3	BA000007.3_157	181861	182662	-1	PF01497	0.11091	0
BA000007.3	BA000007.3_158	182654	183353	-1	PF01048	0.06782	0
BA000007.3	BA000007.3_159	183436	184954	1	PF01966	0.02191	0
BA000007.3	BA000007.3_159	183436	184954	1	PF13286	0.02066	0
BA000007.3	BA000007.3_160	185083	186508	1	PF00089	0.0132	0
BA000007.3	BA000007.3_160	185083	186508	1	PF13365	0.00974	0
BA000007.3	BA000007.3_160	185083	186508	1	PF00595	0.00573	0
BA000007.3	BA000007.3_160	185083	186508	1	PF13180	0.00549	0
BA000007.3	BA000007.3_161	186662	187820	1	PF05651	0.00578	0
BA000007.3	BA000007.3_161	186662	187820	1	PF13556	0.01115	0
BA000007.3	BA000007.3_162	187908	188295	-1	PF11944	0.00945	0
BA000007.3	BA000007.3_163	188609	189434	-1	PF14602	0.00597	0
BA000007.3	BA000007.3_163	188609	189434	-1	PF00132	0.00402	0
BA000007.3	BA000007.3_163	188609	189434	-1	PF14805	0.00375	0
BA000007.3	BA000007.3_164	189464	192137	-1	PF01842	0.00329	0
BA000007.3	BA000007.3_164	189464	192137	-1	PF01966	0.00164	0
BA000007.3	BA000007.3_164	189464	192137	-1	PF08335	0.00193	0
BA000007.3	BA000007.3_164	189464	192137	-1	PF01909	0.00323	0
BA000007.3	BA000007.3_164	189464	192137	-1	PF03445	0.0039	0
BA000007.3	BA000007.3_165	192198	192993	-1	PF00557	0.00497	0
BA000007.3	BA000007.3_166	193360	194086	1	PF00318	0.00432	0
