sequence_id	protein_id	start	end	strand	average_p	max_p
U00096.3	U00096.3_153	178455	179153	-	0.00410257863854898	0.00410257863854898
U00096.3	U00096.3_154	179237	180754	+	0.0030477435129826628	0.0030477435129826628
U00096.3	U00096.3_155	180884	182308	+	4.025386261284963e-8	4.025386261284963e-8
U00096.3	U00096.3_156	182463	183620	+	0.010806022222437761	0.010806022222437761
U00096.3	U00096.3_157	183709	184095	-	0.00970044503091255	0.00970044503091255
U00096.3	U00096.3_158	184257	185069	-	0.002758294835388513	0.002758294835388513
U00096.3	U00096.3_159	185123	185947	-	0.003294997254719418	0.003294997254719418
U00096.3	U00096.3_160	185978	188650	-	7.154719519816422e-7	7.154719519816422e-7
U00096.3	U00096.3_161	188712	189506	-	0.00322717421094762	0.00322717421094762
U00096.3	U00096.3_162	189874	190599	+	0.00006617035810006014	0.00006617035810006014
U00096.3	U00096.3_163	190857	191708	+	0.00003545543069524505	0.00003545543069524505
U00096.3	U00096.3_164	191855	192580	+	0.004042087943990839	0.004042087943990839
U00096.3	U00096.3_165	192872	193429	+	0.00003259155105842016	0.00003259155105842016
U00096.3	U00096.3_166	193521	194717	+	0.008978423847733055	0.008978423847733055
U00096.3	U00096.3_167	194906	195664	+	0.008208623744518336	0.008208623744518336
U00096.3	U00096.3_168	195785	196534	+	0.000048237553615153224	0.000048237553615153224
U00096.3	U00096.3_169	196546	197898	+	7.969863738907202e-8	7.969863738907202e-8
U00096.3	U00096.3_170	197928	200360	+	8.422576901905258e-6	8.422576901905258e-6
U00096.3	U00096.3_171	200482	200967	+	0.00017235295878615035	0.00017235295878615035
U00096.3	U00096.3_172	200971	201996	+	0.00004766739081324432	0.00004766739081324432
U00096.3	U00096.3_173	202101	202556	+	0.0024007756881754567	0.0024007756881754567
U00096.3	U00096.3_174	202560	203348	+	0.00010456839496485719	0.00010456839496485719
U00096.3	U00096.3_175	203348	204496	+	0.00003334965344592976	0.00003334965344592976
U00096.3	U00096.3_176	204493	205089	+	0.0014329289383470925	0.0014329289383470925
U00096.3	U00096.3_177	205126	208608	+	0.00026969059965012936	0.00026969059965012936
U00096.3	U00096.3_178	208621	209580	+	0.0035932791163218623	0.0035932791163218623
U00096.3	U00096.3_179	209679	211820	+	0.00040650207906771217	0.00040650207906771217
U00096.3	U00096.3_180	211877	212266	+	0.0036088313811810002	0.0036088313811810002
U00096.3	U00096.3_181	212331	213629	+	9.458535250238684e-6	9.458535250238684e-6
U00096.3	U00096.3_182	213678	213938	-	0.014384688783267912	0.014384688783267912
U00096.3	U00096.3_183	213925	214125	-	0.010364023317377428	0.010364023317377428
U00096.3	U00096.3_184	214291	214836	+	0.013805024659912655	0.013805024659912655
U00096.3	U00096.3_185	214833	215255	+	0.0009155175019348766	0.0009155175019348766
U00096.3	U00096.3_186	215269	215979	+	0.01259411205309188	0.01259411205309188
U00096.3	U00096.3_187	216179	217003	-	0.010433257011950876	0.010433257011950876
U00096.3	U00096.3_188	217057	218775	-	0.0036412372324011373	0.0036412372324011373
U00096.3	U00096.3_189	218887	219594	-	0.012096558830808374	0.012096558830808374
U00096.3	U00096.3_190	219591	219995	-	0.012342706799591551	0.012342706799591551
U00096.3	U00096.3_191	220113	220928	-	0.006420906755761592	0.006420906755761592
U00096.3	U00096.3_192	220968	221621	-	0.005579795449191752	0.005579795449191752
U00096.3	U00096.3_193	221614	222645	-	0.00048184832752314397	0.00048184832752314397
U00096.3	U00096.3_194	222833	223408	+	0.017139865868227407	0.017139865868227407
U00096.3	U00096.3_195	224958	225212	+	0.012974481230919262	0.012974481230919262
U00096.3	U00096.3_196	229167	229970	+	0.012432647329501861	0.012432647329501861
U00096.3	U00096.3_197	229967	230881	-	0.009275151368919756	0.009275151368919756
U00096.3	U00096.3_198	231143	231922	+	0.006533263571076829	0.006533263571076829
U00096.3	U00096.3_199	231926	232549	+	0.01207968689067403	0.01207968689067403
U00096.3	U00096.3_200	232597	233817	-	0.000029166531446523194	0.000029166531446523194
U00096.3	U00096.3_201	234027	234782	-	0.005772438682845235	0.005772438682845235
U00096.3	U00096.3_202	234816	235538	+	0.013656445564793214	0.013656445564793214
U00096.3	U00096.3_203	235535	236002	-	0.013516019939014228	0.013516019939014228
U00096.3	U00096.3_204	236058	236798	+	1.5209977050736787e-7	1.5209977050736787e-7
U00096.3	U00096.3_205	237335	238120	+	0.015097590832734868	0.015097590832734868
U00096.3	U00096.3_206	238257	238736	-	0.011158101954818915	0.011158101954818915
U00096.3	U00096.3_207	239419	240189	-	0.006760958012775828	0.006760958012775828
U00096.3	U00096.3_208	240343	240816	+	0.010911061149306157	0.010911061149306157
U00096.3	U00096.3_209	240859	243303	-	0.009458267168823104	0.009458267168823104
U00096.3	U00096.3_210	243543	244121	+	0.004712615862251052	0.004712615862251052
U00096.3	U00096.3_211	244327	245094	+	0.013211064904763994	0.013211064904763994
U00096.3	U00096.3_212	245065	245805	-	0.009273405404573424	0.009273405404573424
U00096.3	U00096.3_213	245961	246239	-	0.013389575059856421	0.013389575059856421
U00096.3	U00096.3_214	246242	246502	-	0.015163750236301664	0.015163750236301664
U00096.3	U00096.3_215	246712	247461	+	0.005783346970758719	0.005783346970758719
U00096.3	U00096.3_216	247637	248134	+	0.011073252090490083	0.011073252090490083
U00096.3	U00096.3_217	248358	250097	-	0.014333834114594829	0.014333834114594829
U00096.3	U00096.3_218	250192	250827	+	0.002692128347352253	0.002692128347352253
U00096.3	U00096.3_219	250898	251953	+	0.00735168354272172	0.00735168354272172
U00096.3	U00096.3_220	252005	252298	+	0.007919919736010226	0.007919919736010226
U00096.3	U00096.3_221	252301	252699	+	0.010201346109906887	0.010201346109906887
U00096.3	U00096.3_222	252787	253161	+	0.005405686336209964	0.005405686336209964
U00096.3	U00096.3_223	253467	253733	+	0.009956116103935578	0.009956116103935578
U00096.3	U00096.3_224	253702	254202	+	0.0007343798286181476	0.0007343798286181476
U00096.3	U00096.3_225	254259	255716	-	0.008541462428081664	0.008541462428081664
U00096.3	U00096.3_226	255977	256435	+	0.023824923596490844	0.023824923596490844
U00096.3	U00096.3_227	256527	257771	+	0.15341014829806784	0.15341014829806784
U00096.3	U00096.3_228	257923	258300	-	0.1428846132820679	0.1428846132820679
U00096.3	U00096.3_229	258345	258620	-	0.14191702190150732	0.14191702190150732
U00096.3	U00096.3_230	258734	259006	+	0.13378361111087306	0.13378361111087306
U00096.3	U00096.3_231	259045	260100	-	0.01728694206577953	0.01728694206577953
U00096.3	U00096.3_232	260388	261491	+	0.00008644441211776959	0.00008644441211776959
U00096.3	U00096.3_233	261503	262756	+	0.009410501125883814	0.009410501125883814
U00096.3	U00096.3_234	263108	263212	-	0.017489262029687837	0.017489262029687837
U00096.3	U00096.3_235	263328	263669	-	0.013811560797474805	0.013811560797474805
U00096.3	U00096.3_236	263690	264007	-	0.015474759240647885	0.015474759240647885
U00096.3	U00096.3_237	264026	264247	-	0.018977634709832186	0.018977634709832186
U00096.3	U00096.3_238	264256	264732	-	0.00006783312606805309	0.00006783312606805309
U00096.3	U00096.3_239	264748	265206	-	0.04063375579164024	0.04063375579164024
U00096.3	U00096.3_240	265304	265543	-	0.03862988253688885	0.03862988253688885
U00096.3	U00096.3_241	265620	266087	-	0.03388684941501385	0.03388684941501385
U00096.3	U00096.3_242	266110	266967	-	0.029589262138698554	0.029589262138698554
U00096.3	U00096.3_243	267184	268005	-	0.030949293045281854	0.030949293045281854
U00096.3	U00096.3_244	268097	268960	-	0.016820549541292033	0.016820549541292033
U00096.3	U00096.3_245	269289	270182	-	0.01857526235598729	0.01857526235598729
U00096.3	U00096.3_246	270278	270646	+	0.03023648478326797	0.03023648478326797
U00096.3	U00096.3_247	270603	271754	+	0.027391901091831032	0.027391901091831032
U00096.3	U00096.3_248	272016	272255	+	0.02635396834323651	0.02635396834323651
U00096.3	U00096.3_249	272847	273992	+	0.032109727629297834	0.032109727629297834
U00096.3	U00096.3_250	274101	275081	-	0.023879241830753833	0.023879241830753833
U00096.3	U00096.3_251	275159	275248	+	0.02652122430007884	0.02652122430007884
U00096.3	U00096.3_252	275301	276728	+	0.020117530546645324	0.020117530546645324
U00096.3	U00096.3_253	276715	277647	+	0.016029115785081236	0.016029115785081236
U00096.3	U00096.3_254	277756	278802	-	0.023586925411362914	0.023586925411362914
U00096.3	U00096.3_255	278814	279176	-	0.09473633310608762	0.09473633310608762
U00096.3	U00096.3_256	279178	279555	-	0.14132905995282677	0.14132905995282677
U00096.3	U00096.3_257	279600	279875	-	0.14887035233667936	0.14887035233667936
U00096.3	U00096.3_258	280024	280362	-	0.11625393454390807	0.11625393454390807
U00096.3	U00096.3_259	280385	280735	-	0.09268772175797693	0.09268772175797693
U00096.3	U00096.3_260	280829	281971	-	0.06533080396360667	0.06533080396360667
U00096.3	U00096.3_261	282278	283186	+	0.044758948820609316	0.044758948820609316
U00096.3	U00096.3_262	283201	285168	+	0.042902400007732044	0.042902400007732044
U00096.3	U00096.3_263	285395	286777	+	0.042394025922206126	0.042394025922206126
U00096.3	U00096.3_264	286789	288399	+	0.04182571350475459	0.04182571350475459
U00096.3	U00096.3_265	288404	289162	-	0.09387286918147246	0.09387286918147246
U00096.3	U00096.3_266	289301	290305	-	0.0963886483575953	0.0963886483575953
U00096.3	U00096.3_267	290649	291026	-	0.20371848281577867	0.20371848281577867
U00096.3	U00096.3_268	291071	291346	-	0.2531856056062163	0.2531856056062163
U00096.3	U00096.3_269	291500	292231	+	0.2246635532839198	0.2246635532839198
U00096.3	U00096.3_270	292322	292948	-	0.1989016271260227	0.1989016271260227
U00096.3	U00096.3_271	293220	293918	-	0.17563081280339374	0.17563081280339374
U00096.3	U00096.3_272	293945	294799	-	0.15460810897890576	0.15460810897890576
U00096.3	U00096.3_273	294918	295142	-	0.13561398980921904	0.13561398980921904
U00096.3	U00096.3_274	295139	295579	-	0.11845011258523051	0.11845011258523051
U00096.3	U00096.3_275	295696	297021	-	0.10293724657363232	0.10293724657363232
U00096.3	U00096.3_276	297381	297791	-	0.09836281510184829	0.09836281510184829
U00096.3	U00096.3_277	297770	298726	-	0.09405340694468357	0.09405340694468357
U00096.3	U00096.3_278	298736	300934	-	0.096734321784826	0.096734321784826
U00096.3	U00096.3_279	300931	301887	-	0.10067501736834153	0.10067501736834153
U00096.3	U00096.3_280	301884	302573	-	0.10510739370035117	0.10510739370035117
U00096.3	U00096.3_281	302991	303605	+	0.11035670791004809	0.11035670791004809
U00096.3	U00096.3_282	304495	305205	-	0.11622119855470882	0.11622119855470882
U00096.3	U00096.3_283	305174	306817	-	0.12276210453420447	0.12276210453420447
U00096.3	U00096.3_284	306807	309332	-	0.13004772809516044	0.13004772809516044
U00096.3	U00096.3_285	309358	310026	-	0.13815414806501153	0.13815414806501153
U00096.3	U00096.3_286	310084	310671	-	0.14716601429161766	0.14716601429161766
U00096.3	U00096.3_287	310746	311288	-	0.1571774315842354	0.1571774315842354
U00096.3	U00096.3_288	312374	312514	-	0.0001858424934185147	0.0001858424934185147
U00096.3	U00096.3_289	312514	312780	-	7.783369881937795e-6	7.783369881937795e-6
U00096.3	U00096.3_290	313141	313242	-	0.015570874144805362	0.015570874144805362
U00096.3	U00096.3_291	314357	315244	+	0.011687765271065284	0.011687765271065284
U00096.3	U00096.3_292	315291	315590	+	0.013803439216976889	0.013803439216976889
U00096.3	U00096.3_293	315587	316453	+	0.0048045435763142555	0.0048045435763142555
U00096.3	U00096.3_294	316450	317136	-	0.004560229234156653	0.004560229234156653
U00096.3	U00096.3_295	317726	318319	-	0.009089159907560908	0.009089159907560908
U00096.3	U00096.3_296	318676	320001	-	6.035349728340089e-7	6.035349728340089e-7
U00096.3	U00096.3_297	320227	321081	+	0.004523449208105069	0.004523449208105069
U00096.3	U00096.3_298	321608	322327	+	0.0050212503597055055	0.0050212503597055055
U00096.3	U00096.3_299	322338	323765	+	0.0038164431084282695	0.0038164431084282695
U00096.3	U00096.3_300	323758	324453	+	0.017846132006123967	0.017846132006123967
U00096.3	U00096.3_301	324696	325364	-	0.017270995251552602	0.017270995251552602
U00096.3	U00096.3_302	325577	327247	-	0.02043220152863068	0.02043220152863068
U00096.3	U00096.3_303	327261	328733	-	0.010617471128238909	0.010617471128238909
U00096.3	U00096.3_304	328747	329334	-	0.011972634800561797	0.011972634800561797
U00096.3	U00096.3_305	329463	331496	+	0.006260310124147363	0.006260310124147363
U00096.3	U00096.3_306	332371	333459	+	0.002377783287327809	0.002377783287327809
U00096.3	U00096.3_307	333501	334433	-	0.013287783029461184	0.013287783029461184
U00096.3	U00096.3_308	334525	335022	-	0.02020362775036916	0.02020362775036916
U00096.3	U00096.3_309	335280	335885	+	0.016850049406666553	0.016850049406666553
U00096.3	U00096.3_310	335925	336788	+	0.01643086254037463	0.01643086254037463
U00096.3	U00096.3_311	336778	338325	+	0.009684551753577747	0.009684551753577747
U00096.3	U00096.3_312	338325	339743	+	0.014768132794033884	0.014768132794033884
U00096.3	U00096.3_313	339769	340089	+	0.01746485820941387	0.01746485820941387
U00096.3	U00096.3_314	340165	341115	+	0.016386594503689535	0.016386594503689535
U00096.3	U00096.3_315	341125	342507	+	0.008191031818615135	0.008191031818615135
U00096.3	U00096.3_316	342884	343933	+	0.003297763649678872	0.003297763649678872
U00096.3	U00096.3_317	344176	344991	+	0.02277114207720619	0.02277114207720619
U00096.3	U00096.3_318	345404	345649	+	0.01971577558013306	0.01971577558013306
U00096.3	U00096.3_319	345666	346298	-	0.016311028355656444	0.016311028355656444
U00096.3	U00096.3_320	346484	346759	+	0.01854320131637093	0.01854320131637093
U00096.3	U00096.3_321	346857	348443	-	0.012271468871769576	0.012271468871769576
U00096.3	U00096.3_322	348682	349572	+	0.016100646986981736	0.016100646986981736
U00096.3	U00096.3_323	349518	349964	-	0.019561209541824574	0.019561209541824574
U00096.3	U00096.3_324	350012	351181	+	0.0032227061629714745	0.0032227061629714745
U00096.3	U00096.3_325	351215	352666	+	0.0066879142313639025	0.0066879142313639025
U00096.3	U00096.3_326	352706	354592	+	0.00047095438584311114	0.00047095438584311114
U00096.3	U00096.3_327	354922	356181	+	0.008534675906344533	0.008534675906344533
U00096.3	U00096.3_328	356171	357454	+	0.004127937695793911	0.004127937695793911
U00096.3	U00096.3_329	357791	358690	-	0.005013836308226504	0.005013836308226504
U00096.3	U00096.3_330	358799	359458	+	0.0035338950046412887	0.0035338950046412887
U00096.3	U00096.3_331	359489	359959	+	0.007793736418848551	0.007793736418848551
U00096.3	U00096.3_332	359965	361146	+	0.0027311601380839256	0.0027311601380839256
U00096.3	U00096.3_333	361249	361854	-	0.004612698252503657	0.004612698252503657
U00096.3	U00096.3_334	361926	363179	-	0.006141581654298989	0.006141581654298989
U00096.3	U00096.3_335	363231	366305	-	0.004518148444710846	0.004518148444710846
U00096.3	U00096.3_336	366428	367519	-	0.00836925597241502	0.00836925597241502
U00096.3	U00096.3_337	367587	368534	-	0.01989291685035763	0.01989291685035763
U00096.3	U00096.3_338	368611	370275	+	0.033446480221627474	0.033446480221627474
U00096.3	U00096.3_339	370277	371221	+	0.00007278279254374108	0.00007278279254374108
U00096.3	U00096.3_340	371239	372105	+	0.006713534894929261	0.006713534894929261
U00096.3	U00096.3_341	372115	372924	+	0.007189733994615289	0.007189733994615289
U00096.3	U00096.3_342	372921	373871	+	0.010244036250739701	0.010244036250739701
U00096.3	U00096.3_343	373868	374881	+	0.010767189483159342	0.010767189483159342
